dataset,query_id,table_id,gold_row,gold_col,header_path_len,chunk_id,path_elems_present,partial_ratio,full_coverage,chunk_token_len
realhitbench,513,military-table22,1,14,1,military-table22::row::1,1,1.0,True,71
realhitbench,525,environment-table06,4,1,2,environment-table06::row::4,2,1.0,True,78
realhitbench,549,business-table06,10,18,2,business-table06::row::10,2,1.0,True,67
realhitbench,552,business-table07,9,11,2,business-table07::row::9,2,1.0,True,56
realhitbench,553,business-table07,9,1,2,business-table07::row::9,2,1.0,True,56
realhitbench,553,business-table07,9,13,2,business-table07::row::9,2,1.0,True,56
realhitbench,553,business-table07,9,15,2,business-table07::row::9,2,1.0,True,56
realhitbench,557,employment-table31,12,9,4,employment-table31::row::12,4,1.0,True,135
realhitbench,567,transport-table08,2,0,3,transport-table08::row::2,3,1.0,True,104
realhitbench,567,transport-table08,2,1,3,transport-table08::row::2,3,1.0,True,104
realhitbench,582,society-table85,3,2,4,society-table85::row::3,4,1.0,True,79
realhitbench,608,labor-table02,7,0,4,labor-table02::row::7,4,1.0,True,40
realhitbench,608,labor-table02,11,0,4,labor-table02::row::11,4,1.0,True,39
realhitbench,622,economy-table31,3,4,3,economy-table31::row::3,3,1.0,True,28
realhitbench,665,economy-table55,0,1,4,economy-table55::row::0,4,1.0,True,47
realhitbench,679,labor-table04,2,1,2,labor-table04::row::2,2,1.0,True,77
realhitbench,680,labor-table04,3,2,2,labor-table04::row::3,2,1.0,True,76
realhitbench,680,labor-table04,4,2,2,labor-table04::row::4,2,1.0,True,74
realhitbench,699,sport-table05,0,12,2,sport-table05::row::0,2,1.0,True,104
realhitbench,702,economy-table36,2,7,4,economy-table36::row::2,4,1.0,True,94
realhitbench,702,economy-table36,3,7,4,economy-table36::row::3,4,1.0,True,96
realhitbench,717,manufacture-table01,26,0,3,manufacture-table01::row::26,3,1.0,True,63
realhitbench,719,manufacture-table01,3,0,3,manufacture-table01::row::3,3,1.0,True,62
realhitbench,719,manufacture-table01,63,0,3,manufacture-table01::row::63,3,1.0,True,62
realhitbench,720,manufacture-table01,28,0,3,manufacture-table01::row::28,3,1.0,True,61
realhitbench,728,economy-table38,0,4,3,economy-table38::row::0,2,0.6666666666666666,False,51
realhitbench,728,economy-table38,0,6,3,economy-table38::row::0,2,0.6666666666666666,False,51
realhitbench,775,economy-table43,37,5,3,economy-table43::row::37,2,0.6666666666666666,False,21
realhitbench,779,sport-table06,21,6,5,sport-table06::row::21,5,1.0,True,34
realhitbench,803,labor-table12,0,10,8,labor-table12::row::0,2,0.25,False,14
realhitbench,813,labor-table13,0,17,3,labor-table13::row::0,1,0.3333333333333333,False,229
realhitbench,869,food-table01,2,0,3,food-table01::row::2,3,1.0,True,11
realhitbench,869,food-table01,9,0,3,food-table01::row::9,3,1.0,True,12
realhitbench,869,food-table01,11,0,3,food-table01::row::11,3,1.0,True,9
realhitbench,879,labor-table21,1,13,3,labor-table21::row::1,2,0.6666666666666666,False,107
realhitbench,888,sport-table07,2,6,2,sport-table07::row::2,2,1.0,True,40
realhitbench,889,sport-table07,4,6,2,sport-table07::row::4,2,1.0,True,40
realhitbench,891,labor-table22,2,0,3,labor-table22::row::2,3,1.0,True,213
realhitbench,909,economy-table61,24,3,4,economy-table61::row::24,4,1.0,True,79
realhitbench,963,manufacture-table12,13,0,5,manufacture-table12::row::13,5,1.0,True,38
realhitbench,963,manufacture-table12,13,4,5,manufacture-table12::row::13,5,1.0,True,38
realhitbench,979,labor-table27,6,0,2,labor-table27::row::6,2,1.0,True,35
realhitbench,984,economy-table68,103,0,3,economy-table68::row::103,2,0.6666666666666666,False,13
realhitbench,985,economy-table68,68,1,2,economy-table68::row::68,2,1.0,True,32
realhitbench,987,economy-table68,5,0,3,economy-table68::row::5,2,0.6666666666666666,False,11
realhitbench,999,economy-table69,0,2,4,economy-table69::row::0,3,0.75,False,41
realhitbench,1029,health-table12,3,2,6,health-table12::row::3,5,0.8333333333333334,False,39
realhitbench,1030,health-table12,3,0,5,health-table12::row::3,5,1.0,True,39
realhitbench,1061,labor-table33,5,0,2,labor-table33::row::5,2,1.0,True,21
realhitbench,1064,sport-table11,1,2,5,sport-table11::row::1,4,0.8,False,34
realhitbench,1085,sport-table12,6,0,3,sport-table12::row::6,3,1.0,True,12
realhitbench,1085,sport-table12,18,1,3,sport-table12::row::18,3,1.0,True,12
realhitbench,1111,manufacture-table17,58,5,5,manufacture-table17::row::58,5,1.0,True,60
realhitbench,1143,economy-table81,6,0,4,economy-table81::row::6,4,1.0,True,85
realhitbench,1145,economy-table81,12,0,4,economy-table81::row::12,4,1.0,True,89
realhitbench,1153,economy-table84,0,0,2,economy-table84::row::0,2,1.0,True,55
realhitbench,1212,environment-table16,1,9,4,environment-table16::row::1,3,0.75,False,108
realhitbench,1229,environment-table19,219,0,4,environment-table19::row::219,3,0.75,False,45
realhitbench,1232,environment-table20,20,2,4,environment-table20::row::20,3,0.75,False,117
realhitbench,1233,environment-table20,29,11,3,environment-table20::row::29,3,1.0,True,79
realhitbench,1234,economy-table110,9,9,3,economy-table110::row::9,3,1.0,True,19
realhitbench,1236,economy-table110,6,5,3,economy-table110::row::6,3,1.0,True,56
realhitbench,1237,economy-table110,8,5,3,economy-table110::row::8,3,1.0,True,55
realhitbench,1241,economy-table111,9,3,2,economy-table111::row::9,2,1.0,True,18
realhitbench,1245,economy-table112,13,0,2,economy-table112::row::13,2,1.0,True,19
realhitbench,1277,science-table09,39,9,4,science-table09::row::39,4,1.0,True,79
realhitbench,1302,science-table16,9,1,2,science-table16::row::9,2,1.0,True,21
realhitbench,1303,science-table16,13,2,2,science-table16::row::13,2,1.0,True,20
realhitbench,1304,science-table16,23,0,2,science-table16::row::23,2,1.0,True,20
realhitbench,1305,science-table16,4,0,2,science-table16::row::4,2,1.0,True,21
realhitbench,1338,science-table17,6,0,2,science-table17::row::6,2,1.0,True,20
realhitbench,1339,science-table17,12,1,2,science-table17::row::12,2,1.0,True,21
realhitbench,1376,society-table25,22,0,3,society-table25::row::22,3,1.0,True,66
realhitbench,1377,society-table25,10,0,3,society-table25::row::10,3,1.0,True,19
realhitbench,1378,society-table25,9,0,3,society-table25::row::9,3,1.0,True,60
realhitbench,1380,society-table27,38,0,3,society-table27::row::38,3,1.0,True,61
realhitbench,1390,society-table30,12,0,3,society-table30::row::12,3,1.0,True,23
realhitbench,1407,society-table33,38,0,3,society-table33::row::38,3,1.0,True,52
realhitbench,1409,society-table33,13,0,3,society-table33::row::13,3,1.0,True,48
realhitbench,1410,society-table34,6,1,4,society-table34::row::6,4,1.0,True,46
realhitbench,1426,society-table37,3,0,3,society-table37::row::3,3,1.0,True,42
realhitbench,1427,society-table37,28,0,3,society-table37::row::28,3,1.0,True,34
realhitbench,1428,society-table37,49,0,3,society-table37::row::49,3,1.0,True,38
realhitbench,1430,society-table38,8,13,4,society-table38::row::8,4,1.0,True,222
realhitbench,1430,society-table38,31,10,5,society-table38::row::31,4,0.8,False,214
realhitbench,1431,society-table38,0,0,3,society-table38::row::0,3,1.0,True,248
realhitbench,1432,society-table38,0,0,3,society-table38::row::0,3,1.0,True,248
realhitbench,1433,society-table38,24,14,5,society-table38::row::24,4,0.8,False,233
realhitbench,1433,society-table38,25,7,5,society-table38::row::25,4,0.8,False,229
realhitbench,1435,society-table39,2,1,2,society-table39::row::2,2,1.0,True,12
realhitbench,1435,society-table39,3,1,2,society-table39::row::3,2,1.0,True,10
realhitbench,1435,society-table39,6,1,2,society-table39::row::6,2,1.0,True,12
realhitbench,1435,society-table39,7,1,2,society-table39::row::7,2,1.0,True,21
realhitbench,1456,society-table44,11,0,3,society-table44::row::11,3,1.0,True,168
realhitbench,1461,society-table45,8,0,4,society-table45::row::8,3,0.75,False,60
realhitbench,1462,society-table45,8,0,4,society-table45::row::8,3,0.75,False,60
realhitbench,1463,society-table45,21,0,4,society-table45::row::21,3,0.75,False,97
realhitbench,1465,society-table46,13,0,3,society-table46::row::13,3,1.0,True,81
realhitbench,1467,society-table46,14,0,4,society-table46::row::14,4,1.0,True,73
realhitbench,1468,society-table46,58,0,3,society-table46::row::58,3,1.0,True,76
realhitbench,1490,education-table26,7,24,4,education-table26::row::7,4,1.0,True,105
realhitbench,1495,education-table27,6,24,4,education-table27::row::6,4,1.0,True,108
realhitbench,1497,education-table27,8,3,4,education-table27::row::8,4,1.0,True,107
realhitbench,1503,education-table28,8,3,4,education-table28::row::8,4,1.0,True,107
realhitbench,1529,medical-table03,17,1,3,medical-table03::row::17,2,0.6666666666666666,False,23
realhitbench,1543,environment-table40,83,1,5,environment-table40::row::83,5,1.0,True,35
realhitbench,1546,environment-table41,10,0,2,environment-table41::row::10,2,1.0,True,39
realhitbench,1551,environment-table42,10,0,2,environment-table42::row::10,2,1.0,True,22
realhitbench,1565,science-table20,0,0,3,science-table20::row::0,2,0.6666666666666666,False,206
realhitbench,1570,science-table21,0,0,3,science-table21::row::0,2,0.6666666666666666,False,137
realhitbench,1586,society-table55,67,6,2,society-table55::row::67,2,1.0,True,87
realhitbench,1641,science-table33,2,2,2,science-table33::row::2,2,1.0,True,42
realhitbench,1646,science-table34,5,2,2,science-table34::row::5,2,1.0,True,40
realhitbench,1651,science-table35,6,7,4,science-table35::row::6,2,0.5,False,53
realhitbench,1662,science-table39,19,2,3,science-table39::row::19,3,1.0,True,30
realhitbench,1666,science-table40,97,1,2,science-table40::row::97,1,0.5,False,9
realhitbench,1671,science-table41,14,0,4,science-table41::row::14,2,0.5,False,8
realhitbench,1679,science-table43,5,1,4,science-table43::row::5,3,0.75,False,15
realhitbench,1741,health-table30,0,2,4,health-table30::row::0,3,0.75,False,113
realhitbench,1754,health-table32,21,9,5,health-table32::row::21,4,0.8,False,140
realhitbench,1757,health-table33,2,6,4,health-table33::row::2,3,0.75,False,294
realhitbench,1771,health-table36,30,1,5,health-table36::row::30,3,0.6,False,111
realhitbench,1776,health-table37,30,1,5,health-table37::row::30,3,0.6,False,112
realhitbench,1781,health-table38,30,1,5,health-table38::row::30,3,0.6,False,109
realhitbench,1793,health-table40,6,0,3,health-table40::row::6,3,1.0,True,60
realhitbench,1809,health-table43,16,9,5,health-table43::row::16,4,0.8,False,127
realhitbench,1891,education-table17,0,19,3,education-table17::row::0,3,1.0,True,228
realhitbench,1937,society-table08,1,0,2,society-table08::row::1,2,1.0,True,67
realhitbench,1946,society-table06,34,0,3,society-table06::row::34,3,1.0,True,35
realhitbench,1998,education-table23,7,2,4,education-table23::row::7,4,1.0,True,157
realhitbench,2001,food-table10,2,3,3,food-table10::row::2,2,0.6666666666666666,False,185
realhitbench,2001,food-table10,2,4,3,food-table10::row::2,2,0.6666666666666666,False,185
realhitbench,2002,food-table10,2,7,3,food-table10::row::2,2,0.6666666666666666,False,185
realhitbench,2031,education-table36,3,2,3,education-table36::row::3,3,1.0,True,49
realhitbench,2042,economy-table108,2,2,4,economy-table108::row::2,2,0.5,False,54
realhitbench,2067,society-table13,5,0,2,society-table13::row::5,2,1.0,True,63
realhitbench,2083,education-table24,40,3,4,education-table24::row::40,3,0.75,False,46
realhitbench,2093,labor-table66,16,4,4,labor-table66::row::16,3,0.75,False,70
realhitbench,2097,labor-table65,26,2,4,labor-table65::row::26,3,0.75,False,42
realhitbench,2114,labor-table57,72,3,3,labor-table57::row::72,3,1.0,True,39
realhitbench,2116,labor-table56,85,4,3,labor-table56::row::85,3,1.0,True,54
realhitbench,2127,labor-table54,45,2,4,labor-table54::row::45,3,0.75,False,93
realhitbench,2159,labor-table61,10,1,3,labor-table61::row::10,3,1.0,True,32
realhitbench,2166,religion-table06,4,15,4,religion-table06::row::4,4,1.0,True,98
realhitbench,2170,religion-table06,23,1,4,religion-table06::row::23,4,1.0,True,32
realhitbench,2186,religion-table10,1,14,5,religion-table10::row::1,3,0.6,False,146
realhitbench,2188,religion-table10,6,18,5,religion-table10::row::6,3,0.6,False,134
realhitbench,2189,religion-table10,7,12,5,religion-table10::row::7,3,0.6,False,125
realhitbench,2190,religion-table10,9,0,5,religion-table10::row::9,3,0.6,False,101
realhitbench,2191,religion-table01,8,4,5,religion-table01::row::8,5,1.0,True,33
realhitbench,2193,religion-table01,1,2,2,religion-table01::row::1,2,1.0,True,19
realhitbench,2197,religion-table02,20,1,4,religion-table02::row::20,4,1.0,True,33
realhitbench,2204,religion-table03,1,6,1,religion-table03::row::1,1,1.0,True,19
realhitbench,2204,religion-table03,1,9,1,religion-table03::row::1,1,1.0,True,19
realhitbench,2206,religion-table04,1,7,1,religion-table04::row::1,1,1.0,True,19
realhitbench,2210,religion-table04,8,16,3,religion-table04::row::8,3,1.0,True,101
realhitbench,2221,business-table15,6,18,6,business-table15::row::6,4,0.6666666666666666,False,261
realhitbench,2243,society-table60,0,0,2,society-table60::row::0,2,1.0,True,25
realhitbench,2243,society-table60,0,2,3,society-table60::row::0,2,0.6666666666666666,False,25
realhitbench,2260,society-table63,12,0,3,society-table63::row::12,3,1.0,True,41
realhitbench,2266,economy-table117,2,0,5,economy-table117::row::2,4,0.8,False,81
realhitbench,2269,economy-table117,2,3,5,economy-table117::row::2,4,0.8,False,81
realhitbench,2270,economy-table117,2,7,5,economy-table117::row::2,4,0.8,False,81
realhitbench,2271,economy-table118,28,4,4,economy-table118::row::28,3,0.75,False,81
realhitbench,2277,society-table64,2,18,4,society-table64::row::2,3,0.75,False,184
realhitbench,2305,agriculture-table09,0,5,3,agriculture-table09::row::0,3,1.0,True,101
realhitbench,2314,society-table68,15,15,4,society-table68::row::15,3,0.75,False,142
realhitbench,2314,society-table68,35,16,4,society-table68::row::35,3,0.75,False,154
realhitbench,2317,society-table69,2,13,2,society-table69::row::2,2,1.0,True,69
realhitbench,2319,society-table69,12,1,2,society-table69::row::12,2,1.0,True,91
realhitbench,2320,society-table69,6,8,2,society-table69::row::6,2,1.0,True,103
realhitbench,2320,society-table69,6,9,2,society-table69::row::6,2,1.0,True,103
realhitbench,2321,society-table69,6,8,2,society-table69::row::6,2,1.0,True,103
realhitbench,2323,society-table70,0,0,3,society-table70::row::0,2,0.6666666666666666,False,158
realhitbench,2324,society-table70,0,1,3,society-table70::row::0,2,0.6666666666666666,False,158
realhitbench,2329,society-table72,36,0,3,society-table72::row::36,3,1.0,True,17
realhitbench,2330,society-table72,37,0,3,society-table72::row::37,3,1.0,True,18
realhitbench,2333,society-table73,5,1,3,society-table73::row::5,3,1.0,True,26
realhitbench,2337,society-table74,0,0,2,society-table74::row::0,2,1.0,True,37
realhitbench,2342,society-table75,1,2,3,society-table75::row::1,3,1.0,True,30
realhitbench,2356,sport-table13,2,2,3,sport-table13::row::2,3,1.0,True,51
realhitbench,2356,sport-table13,28,2,3,sport-table13::row::28,3,1.0,True,50
realhitbench,2364,productivity-table07,8,2,2,productivity-table07::row::8,2,1.0,True,20
realhitbench,2393,economy-table119,0,0,2,economy-table119::row::0,2,1.0,True,6
realhitbench,2393,economy-table119,19,0,3,economy-table119::row::19,3,1.0,True,8
realhitbench,2408,manufacture-table20,0,1,3,manufacture-table20::row::0,3,1.0,True,100
realhitbench,2408,manufacture-table20,1,1,3,manufacture-table20::row::1,3,1.0,True,94
realhitbench,2419,economy-table122,1,1,2,economy-table122::row::1,1,0.5,False,74
realhitbench,2430,education-table33,0,1,4,education-table33::row::0,2,0.5,False,72
realhitbench,2470,economy-table126,15,4,4,economy-table126::row::15,4,1.0,True,81
realhitbench,2497,labor-table49,7,0,2,labor-table49::row::7,2,1.0,True,6
realhitbench,2497,labor-table49,16,0,2,labor-table49::row::16,2,1.0,True,6
realhitbench,2497,labor-table49,23,0,2,labor-table49::row::23,2,1.0,True,8
realhitbench,2497,labor-table49,28,0,2,labor-table49::row::28,2,1.0,True,6
realhitbench,2497,labor-table49,35,0,2,labor-table49::row::35,2,1.0,True,6
realhitbench,2497,labor-table49,40,0,2,labor-table49::row::40,2,1.0,True,6
realhitbench,2497,labor-table49,47,0,2,labor-table49::row::47,2,1.0,True,6
realhitbench,2497,labor-table49,56,0,2,labor-table49::row::56,2,1.0,True,6
realhitbench,2497,labor-table49,64,0,2,labor-table49::row::64,2,1.0,True,6
realhitbench,2513,science-table52,10,0,3,science-table52::row::10,2,0.6666666666666666,False,61
realhitbench,2514,science-table52,11,8,3,science-table52::row::11,2,0.6666666666666666,False,61
realhitbench,2518,science-table53,10,0,3,science-table53::row::10,2,0.6666666666666666,False,61
realhitbench,2523,science-table54,12,2,3,science-table54::row::12,2,0.6666666666666666,False,61
realhitbench,2524,science-table54,11,7,3,science-table54::row::11,2,0.6666666666666666,False,61
realhitbench,2550,science-table56,25,0,3,science-table56::row::25,3,1.0,True,99
realhitbench,2553,environment-table45,0,8,2,environment-table45::row::0,2,1.0,True,63
realhitbench,2617,science-table67,2,3,5,science-table67::row::2,3,0.6,False,57
realhitbench,2629,science-table70,0,1,4,science-table70::row::0,3,0.75,False,110
realhitbench,2633,science-table71,0,1,4,science-table71::row::0,3,0.75,False,116
realhitbench,2637,science-table72,0,1,4,science-table72::row::0,3,0.75,False,108
