dataset,query_id,table_id,gold_row,gold_col,header_path_len,chunk_id,path_elems_present,partial_ratio,full_coverage,chunk_token_len
realhitbench,622,economy-table31,3,4,3,economy-table31::cell::3:4,3,1.0,True,14
realhitbench,665,economy-table55,0,1,4,economy-table55::cell::0:1,4,1.0,True,25
realhitbench,679,labor-table04,2,1,2,labor-table04::cell::2:1,2,1.0,True,23
realhitbench,680,labor-table04,3,2,2,labor-table04::cell::3:2,2,1.0,True,16
realhitbench,680,labor-table04,4,2,2,labor-table04::cell::4:2,2,1.0,True,16
realhitbench,699,sport-table05,0,12,2,sport-table05::cell::0:12,2,1.0,True,30
realhitbench,702,economy-table36,2,7,4,economy-table36::cell::2:7,4,1.0,True,22
realhitbench,702,economy-table36,3,7,4,economy-table36::cell::3:7,4,1.0,True,24
realhitbench,717,manufacture-table01,26,0,3,manufacture-table01::cell::26:0,3,1.0,True,38
realhitbench,719,manufacture-table01,3,0,3,manufacture-table01::cell::3:0,3,1.0,True,40
realhitbench,719,manufacture-table01,63,0,3,manufacture-table01::cell::63:0,3,1.0,True,38
realhitbench,720,manufacture-table01,28,0,3,manufacture-table01::cell::28:0,3,1.0,True,37
realhitbench,728,economy-table38,0,4,3,economy-table38::cell::0:4,3,1.0,True,8
realhitbench,728,economy-table38,0,6,3,economy-table38::cell::0:6,3,1.0,True,8
realhitbench,775,economy-table43,37,5,3,economy-table43::cell::37:5,3,1.0,True,11
realhitbench,779,sport-table06,21,6,5,sport-table06::cell::21:6,5,1.0,True,12
realhitbench,803,labor-table12,0,10,8,labor-table12::cell::0:10,8,1.0,True,26
realhitbench,813,labor-table13,0,17,3,labor-table13::cell::0:17,3,1.0,True,9
realhitbench,869,food-table01,2,0,3,food-table01::cell::2:0,3,1.0,True,27
realhitbench,869,food-table01,9,0,3,food-table01::cell::9:0,3,1.0,True,28
realhitbench,869,food-table01,11,0,3,food-table01::cell::11:0,3,1.0,True,25
realhitbench,879,labor-table21,1,13,3,labor-table21::cell::1:13,3,1.0,True,11
realhitbench,888,sport-table07,2,6,2,sport-table07::cell::2:6,2,1.0,True,7
realhitbench,889,sport-table07,4,6,2,sport-table07::cell::4:6,2,1.0,True,8
realhitbench,891,labor-table22,2,0,3,labor-table22::cell::2:0,3,1.0,True,11
realhitbench,909,economy-table61,24,3,4,economy-table61::cell::24:3,4,1.0,True,18
realhitbench,963,manufacture-table12,13,0,5,manufacture-table12::cell::13:0,5,1.0,True,32
realhitbench,963,manufacture-table12,13,4,5,manufacture-table12::cell::13:4,5,1.0,True,32
realhitbench,979,labor-table27,6,0,2,labor-table27::cell::6:0,2,1.0,True,8
realhitbench,984,economy-table68,103,0,3,economy-table68::cell::103:0,3,1.0,True,10
realhitbench,985,economy-table68,68,1,2,economy-table68::cell::68:1,2,1.0,True,7
realhitbench,987,economy-table68,5,0,3,economy-table68::cell::5:0,3,1.0,True,9
realhitbench,999,economy-table69,0,2,4,economy-table69::cell::0:2,4,1.0,True,16
realhitbench,1029,health-table12,3,2,6,health-table12::cell::3:2,6,1.0,True,20
realhitbench,1030,health-table12,3,0,5,health-table12::cell::3:0,5,1.0,True,18
realhitbench,1061,labor-table33,5,0,2,labor-table33::cell::5:0,2,1.0,True,28
realhitbench,1064,sport-table11,1,2,5,sport-table11::cell::1:2,5,1.0,True,17
realhitbench,1085,sport-table12,6,0,3,sport-table12::cell::6:0,3,1.0,True,8
realhitbench,1085,sport-table12,18,1,3,sport-table12::cell::18:1,3,1.0,True,8
realhitbench,1111,manufacture-table17,58,5,5,manufacture-table17::cell::58:5,5,1.0,True,15
realhitbench,1143,economy-table81,6,0,4,economy-table81::cell::6:0,4,1.0,True,17
realhitbench,1145,economy-table81,12,0,4,economy-table81::cell::12:0,4,1.0,True,20
realhitbench,1153,economy-table84,0,0,2,economy-table84::cell::0:0,2,1.0,True,39
realhitbench,1212,environment-table16,1,9,4,environment-table16::cell::1:9,4,1.0,True,47
realhitbench,1229,environment-table19,219,0,4,environment-table19::cell::219:0,4,1.0,True,43
realhitbench,1232,environment-table20,20,2,4,environment-table20::cell::20:2,4,1.0,True,35
realhitbench,1233,environment-table20,29,11,3,environment-table20::cell::29:11,3,1.0,True,35
realhitbench,1234,economy-table110,9,9,3,economy-table110::cell::9:9,3,1.0,True,29
realhitbench,1236,economy-table110,6,5,3,economy-table110::cell::6:5,3,1.0,True,29
realhitbench,1237,economy-table110,8,5,3,economy-table110::cell::8:5,3,1.0,True,29
realhitbench,1241,economy-table111,9,3,2,economy-table111::cell::9:3,2,1.0,True,6
realhitbench,1245,economy-table112,13,0,2,economy-table112::cell::13:0,2,1.0,True,6
realhitbench,1277,science-table09,39,9,4,science-table09::cell::39:9,4,1.0,True,19
realhitbench,1302,science-table16,9,1,2,science-table16::cell::9:1,2,1.0,True,30
realhitbench,1303,science-table16,13,2,2,science-table16::cell::13:2,2,1.0,True,29
realhitbench,1304,science-table16,23,0,2,science-table16::cell::23:0,2,1.0,True,29
realhitbench,1305,science-table16,4,0,2,science-table16::cell::4:0,2,1.0,True,30
realhitbench,1338,science-table17,6,0,2,science-table17::cell::6:0,2,1.0,True,29
realhitbench,1339,science-table17,12,1,2,science-table17::cell::12:1,2,1.0,True,30
realhitbench,1376,society-table25,22,0,3,society-table25::cell::22:0,3,1.0,True,46
realhitbench,1377,society-table25,10,0,3,society-table25::cell::10:0,3,1.0,True,33
realhitbench,1378,society-table25,9,0,3,society-table25::cell::9:0,3,1.0,True,43
realhitbench,1380,society-table27,38,0,3,society-table27::cell::38:0,3,1.0,True,36
realhitbench,1390,society-table30,12,0,3,society-table30::cell::12:0,3,1.0,True,39
realhitbench,1407,society-table33,38,0,3,society-table33::cell::38:0,3,1.0,True,42
realhitbench,1409,society-table33,13,0,3,society-table33::cell::13:0,3,1.0,True,38
realhitbench,1410,society-table34,6,1,4,society-table34::cell::6:1,4,1.0,True,59
realhitbench,1426,society-table37,3,0,3,society-table37::cell::3:0,3,1.0,True,36
realhitbench,1427,society-table37,28,0,3,society-table37::cell::28:0,3,1.0,True,28
realhitbench,1428,society-table37,49,0,3,society-table37::cell::49:0,3,1.0,True,30
realhitbench,1430,society-table38,8,13,4,society-table38::cell::8:13,4,1.0,True,21
realhitbench,1430,society-table38,31,10,5,society-table38::cell::31:10,5,1.0,True,22
realhitbench,1431,society-table38,0,0,3,society-table38::cell::0:0,3,1.0,True,10
realhitbench,1432,society-table38,0,0,3,society-table38::cell::0:0,3,1.0,True,10
realhitbench,1433,society-table38,24,14,5,society-table38::cell::24:14,5,1.0,True,39
realhitbench,1433,society-table38,25,7,5,society-table38::cell::25:7,5,1.0,True,22
realhitbench,1435,society-table39,2,1,2,society-table39::cell::2:1,2,1.0,True,34
realhitbench,1435,society-table39,3,1,2,society-table39::cell::3:1,2,1.0,True,32
realhitbench,1435,society-table39,6,1,2,society-table39::cell::6:1,2,1.0,True,34
realhitbench,1435,society-table39,7,1,2,society-table39::cell::7:1,2,1.0,True,32
realhitbench,1456,society-table44,11,0,3,society-table44::cell::11:0,3,1.0,True,17
realhitbench,1461,society-table45,8,0,4,society-table45::cell::8:0,4,1.0,True,47
realhitbench,1462,society-table45,8,0,4,society-table45::cell::8:0,4,1.0,True,47
realhitbench,1463,society-table45,21,0,4,society-table45::cell::21:0,4,1.0,True,50
realhitbench,1465,society-table46,13,0,3,society-table46::cell::13:0,3,1.0,True,32
realhitbench,1467,society-table46,14,0,4,society-table46::cell::14:0,4,1.0,True,27
realhitbench,1468,society-table46,58,0,3,society-table46::cell::58:0,3,1.0,True,30
realhitbench,1490,education-table26,7,24,4,education-table26::cell::7:24,4,1.0,True,9
realhitbench,1495,education-table27,6,24,4,education-table27::cell::6:24,4,1.0,True,9
realhitbench,1497,education-table27,8,3,4,education-table27::cell::8:3,4,1.0,True,9
realhitbench,1503,education-table28,8,3,4,education-table28::cell::8:3,4,1.0,True,9
realhitbench,1529,medical-table03,17,1,3,medical-table03::cell::17:1,3,1.0,True,14
realhitbench,1543,environment-table40,83,1,5,environment-table40::cell::83:1,5,1.0,True,26
realhitbench,1546,environment-table41,10,0,2,environment-table41::cell::10:0,2,1.0,True,12
realhitbench,1551,environment-table42,10,0,2,environment-table42::cell::10:0,2,1.0,True,11
realhitbench,1565,science-table20,0,0,3,science-table20::cell::0:0,3,1.0,True,51
realhitbench,1570,science-table21,0,0,3,science-table21::cell::0:0,3,1.0,True,51
realhitbench,1586,society-table55,67,6,2,society-table55::cell::67:6,2,1.0,True,15
realhitbench,1641,science-table33,2,2,2,science-table33::cell::2:2,2,1.0,True,24
realhitbench,1646,science-table34,5,2,2,science-table34::cell::5:2,2,1.0,True,24
realhitbench,1651,science-table35,6,7,4,science-table35::cell::6:7,4,1.0,True,12
realhitbench,1662,science-table39,19,2,3,science-table39::cell::19:2,3,1.0,True,69
realhitbench,1666,science-table40,97,1,2,science-table40::cell::97:1,2,1.0,True,42
realhitbench,1671,science-table41,14,0,4,science-table41::cell::14:0,4,1.0,True,15
realhitbench,1679,science-table43,5,1,4,science-table43::cell::5:1,4,1.0,True,48
realhitbench,1741,health-table30,0,2,4,health-table30::cell::0:2,4,1.0,True,20
realhitbench,1754,health-table32,21,9,5,health-table32::cell::21:9,5,1.0,True,42
realhitbench,1757,health-table33,2,6,4,health-table33::cell::2:6,4,1.0,True,46
realhitbench,1771,health-table36,30,1,5,health-table36::cell::30:1,5,1.0,True,20
realhitbench,1776,health-table37,30,1,5,health-table37::cell::30:1,5,1.0,True,21
realhitbench,1781,health-table38,30,1,5,health-table38::cell::30:1,5,1.0,True,21
realhitbench,1793,health-table40,6,0,3,health-table40::cell::6:0,3,1.0,True,49
realhitbench,1809,health-table43,16,9,5,health-table43::cell::16:9,5,1.0,True,22
realhitbench,1891,education-table17,0,19,3,education-table17::cell::0:19,3,1.0,True,14
realhitbench,1937,society-table08,1,0,2,society-table08::cell::1:0,2,1.0,True,10
realhitbench,1946,society-table06,34,0,3,society-table06::cell::34:0,3,1.0,True,13
realhitbench,1998,education-table23,7,2,4,education-table23::cell::7:2,4,1.0,True,20
realhitbench,2001,food-table10,2,3,3,food-table10::cell::2:3,3,1.0,True,18
realhitbench,2001,food-table10,2,4,3,food-table10::cell::2:4,3,1.0,True,18
realhitbench,2002,food-table10,2,7,3,food-table10::cell::2:7,3,1.0,True,24
realhitbench,2031,education-table36,3,2,3,education-table36::cell::3:2,3,1.0,True,14
realhitbench,2042,economy-table108,2,2,4,economy-table108::cell::2:2,4,1.0,True,10
realhitbench,2067,society-table13,5,0,2,society-table13::cell::5:0,2,1.0,True,10
realhitbench,2083,education-table24,40,3,4,education-table24::cell::40:3,4,1.0,True,11
realhitbench,2093,labor-table66,16,4,4,labor-table66::cell::16:4,4,1.0,True,54
realhitbench,2097,labor-table65,26,2,4,labor-table65::cell::26:2,4,1.0,True,62
realhitbench,2114,labor-table57,72,3,3,labor-table57::cell::72:3,3,1.0,True,58
realhitbench,2116,labor-table56,85,4,3,labor-table56::cell::85:4,3,1.0,True,64
realhitbench,2127,labor-table54,45,2,4,labor-table54::cell::45:2,4,1.0,True,61
realhitbench,2159,labor-table61,10,1,3,labor-table61::cell::10:1,3,1.0,True,60
realhitbench,2166,religion-table06,4,15,4,religion-table06::cell::4:15,4,1.0,True,15
realhitbench,2170,religion-table06,23,1,4,religion-table06::cell::23:1,4,1.0,True,17
realhitbench,2186,religion-table10,1,14,5,religion-table10::cell::1:14,5,1.0,True,24
realhitbench,2188,religion-table10,6,18,5,religion-table10::cell::6:18,5,1.0,True,20
realhitbench,2189,religion-table10,7,12,5,religion-table10::cell::7:12,5,1.0,True,23
realhitbench,2190,religion-table10,9,0,5,religion-table10::cell::9:0,5,1.0,True,16
realhitbench,2191,religion-table01,8,4,5,religion-table01::cell::8:4,5,1.0,True,13
realhitbench,2193,religion-table01,1,2,2,religion-table01::cell::1:2,2,1.0,True,5
realhitbench,2197,religion-table02,20,1,4,religion-table02::cell::20:1,4,1.0,True,13
realhitbench,2204,religion-table03,1,6,1,religion-table03::cell::1:6,1,1.0,True,3
realhitbench,2204,religion-table03,1,9,1,religion-table03::cell::1:9,1,1.0,True,3
realhitbench,2206,religion-table04,1,7,1,religion-table04::cell::1:7,1,1.0,True,3
realhitbench,2210,religion-table04,8,16,3,religion-table04::cell::8:16,3,1.0,True,13
realhitbench,2221,business-table15,6,18,6,business-table15::cell::6:18,6,1.0,True,38
realhitbench,2243,society-table60,0,0,2,society-table60::cell::0:0,2,1.0,True,9
realhitbench,2243,society-table60,0,2,3,society-table60::cell::0:2,3,1.0,True,16
realhitbench,2260,society-table63,12,0,3,society-table63::cell::12:0,3,1.0,True,12
realhitbench,2266,economy-table117,2,0,5,economy-table117::cell::2:0,5,1.0,True,26
realhitbench,2269,economy-table117,2,3,5,economy-table117::cell::2:3,5,1.0,True,26
realhitbench,2270,economy-table117,2,7,5,economy-table117::cell::2:7,5,1.0,True,25
realhitbench,2271,economy-table118,28,4,4,economy-table118::cell::28:4,4,1.0,True,34
realhitbench,2277,society-table64,2,18,4,society-table64::cell::2:18,4,1.0,True,16
realhitbench,2305,agriculture-table09,0,5,3,agriculture-table09::cell::0:5,3,1.0,True,21
realhitbench,2314,society-table68,15,15,4,society-table68::cell::15:15,4,1.0,True,39
realhitbench,2314,society-table68,35,16,4,society-table68::cell::35:16,4,1.0,True,42
realhitbench,2317,society-table69,2,13,2,society-table69::cell::2:13,2,1.0,True,5
realhitbench,2319,society-table69,12,1,2,society-table69::cell::12:1,2,1.0,True,7
realhitbench,2320,society-table69,6,8,2,society-table69::cell::6:8,2,1.0,True,8
realhitbench,2320,society-table69,6,9,2,society-table69::cell::6:9,2,1.0,True,7
realhitbench,2321,society-table69,6,8,2,society-table69::cell::6:8,2,1.0,True,8
realhitbench,2323,society-table70,0,0,3,society-table70::cell::0:0,3,1.0,True,33
realhitbench,2324,society-table70,0,1,3,society-table70::cell::0:1,3,1.0,True,30
realhitbench,2329,society-table72,36,0,3,society-table72::cell::36:0,3,1.0,True,36
realhitbench,2330,society-table72,37,0,3,society-table72::cell::37:0,3,1.0,True,37
realhitbench,2333,society-table73,5,1,3,society-table73::cell::5:1,3,1.0,True,9
realhitbench,2337,society-table74,0,0,2,society-table74::cell::0:0,2,1.0,True,13
realhitbench,2342,society-table75,1,2,3,society-table75::cell::1:2,3,1.0,True,10
realhitbench,2356,sport-table13,2,2,3,sport-table13::cell::2:2,3,1.0,True,26
realhitbench,2356,sport-table13,28,2,3,sport-table13::cell::28:2,3,1.0,True,25
realhitbench,2364,productivity-table07,8,2,2,productivity-table07::cell::8:2,2,1.0,True,25
realhitbench,2393,economy-table119,0,0,2,economy-table119::cell::0:0,2,1.0,True,21
realhitbench,2393,economy-table119,19,0,3,economy-table119::cell::19:0,3,1.0,True,23
realhitbench,2408,manufacture-table20,0,1,3,manufacture-table20::cell::0:1,3,1.0,True,20
realhitbench,2408,manufacture-table20,1,1,3,manufacture-table20::cell::1:1,3,1.0,True,20
realhitbench,2419,economy-table122,1,1,2,economy-table122::cell::1:1,2,1.0,True,10
realhitbench,2430,education-table33,0,1,4,education-table33::cell::0:1,4,1.0,True,23
realhitbench,2470,economy-table126,15,4,4,economy-table126::cell::15:4,4,1.0,True,19
realhitbench,2497,labor-table49,7,0,2,labor-table49::cell::7:0,2,1.0,True,20
realhitbench,2497,labor-table49,16,0,2,labor-table49::cell::16:0,2,1.0,True,20
realhitbench,2497,labor-table49,23,0,2,labor-table49::cell::23:0,2,1.0,True,22
realhitbench,2497,labor-table49,28,0,2,labor-table49::cell::28:0,2,1.0,True,20
realhitbench,2497,labor-table49,35,0,2,labor-table49::cell::35:0,2,1.0,True,20
realhitbench,2497,labor-table49,40,0,2,labor-table49::cell::40:0,2,1.0,True,20
realhitbench,2497,labor-table49,47,0,2,labor-table49::cell::47:0,2,1.0,True,20
realhitbench,2497,labor-table49,56,0,2,labor-table49::cell::56:0,2,1.0,True,20
realhitbench,2497,labor-table49,64,0,2,labor-table49::cell::64:0,2,1.0,True,20
realhitbench,2513,science-table52,10,0,3,science-table52::cell::10:0,3,1.0,True,9
realhitbench,2514,science-table52,11,8,3,science-table52::cell::11:8,3,1.0,True,14
realhitbench,2518,science-table53,10,0,3,science-table53::cell::10:0,3,1.0,True,9
realhitbench,2523,science-table54,12,2,3,science-table54::cell::12:2,3,1.0,True,13
realhitbench,2524,science-table54,11,7,3,science-table54::cell::11:7,3,1.0,True,13
realhitbench,2550,science-table56,25,0,3,science-table56::cell::25:0,3,1.0,True,21
realhitbench,2553,environment-table45,0,8,2,environment-table45::cell::0:8,2,1.0,True,40
realhitbench,2617,science-table67,2,3,5,science-table67::cell::2:3,5,1.0,True,21
realhitbench,2629,science-table70,0,1,4,science-table70::cell::0:1,4,1.0,True,18
realhitbench,2633,science-table71,0,1,4,science-table71::cell::0:1,4,1.0,True,16
realhitbench,2637,science-table72,0,1,4,science-table72::cell::0:1,4,1.0,True,16
