query_id,gold_rank,esm,gold_table,gold_row,gold_col,top1_table,top1_row,top1_col,error_class
06e47fc12e39a89455f86f74aee140dc,5,0,2769,5,3,1510,13,2,wrong_table
072716b59c63a3c7c38dbe43d8f7dd6b,1,1,1902,2,3,1902,2,3,exact_match
07c09d0b2aee8ae8ce94ebb8f5a187a8,6,0,1493,12,4,2775,12,2,wrong_table
07cba698b92f9be91922e7d551ca40da,1,1,435,2,1,435,2,1,exact_match
07e810086b40431fb3c2c5a064073471,1,1,2613,13,3,2613,13,3,exact_match
08147555888ee98eea4891c287470047,308,0,106_55_fs17-ib-19314-tab001,8,1,2547,5,1,wrong_table
084cc16058303f709a416459bdc30c2e,1,1,1356,10,1,1356,10,1,exact_match
084e81b663314ac83844930d08f04961,1,1,2324,14,0,2324,14,0,exact_match
08707d3ab6ba4c50eaf55f65bcd90e2f,1,1,334_totto37980-0,0,3,334_totto37980-0,0,3,exact_match
08708efa7393dc18711fc45f412ef8d6,1,1,2022,25,5,2022,25,5,exact_match
0889dea3d39834505af04c6d05d03cbd,1,1,933,0,1,933,0,1,exact_match
08e861aa3507f774b842451bebd0408a,1,1,1290,6,0,1290,6,0,exact_match
08f4408e3033d5c9b887b6f7f9bb7b99,1,1,549,2,3,549,2,3,exact_match
092eb279a32389886b56d2f183969488,11,0,2442,12,0,2442,7,3,same_leaf_header
093a4a77f99f491a5b837d716c42eda9,7,0,387_totto44676-2,0,5,387_totto44676-2,1,4,nearby_cell
098a10fc3e91f99daffeceeb0a644028,5,0,1516,26,2,1516,26,0,wrong_column
098d4a8b691396caebed15a7844c00f8,1,1,1982,8,0,1982,8,0,exact_match
0a00e8f47e18dbf2425b9cce9436b226,14,0,434_totto50055-3,15,0,434_totto50055-3,24,0,same_value
0a2938b5924faf566b2ccd1061dc1412,16,0,92_48_nsf19322-tab001,0,1,16_118_tab1,1,1,wrong_table
0a671f84f79ac5f03de98b386a469e7a,1,1,1494,9,4,1494,9,4,exact_match
0a9a03ea52acf3608ed0f76e9bb96e57,1,1,530,6,0,530,6,0,exact_match
0ad26158ac79836627df8e2620407b73,1,1,2546,17,1,2546,17,1,exact_match
0ad8a6a058610ceace633cbd60f25f2e,2,0,241_totto27420-4,3,6,241_totto27420-4,4,6,wrong_row
0ad91051d2bfb962c2489005dcce0cec,1,1,1959,8,9,1959,8,9,exact_match
0b0b0d86476bb43de05a700211edbe2b,1,1,200,13,1,200,13,1,exact_match
0b1861a08ec699c36197279d2a3198a6,29,0,2384,0,0,2384,4,0,wrong_row
0b4e0fb08eddab2818c2fcbb9ecee549,1,1,557,34,0,557,34,0,exact_match
0c047420cc8bc2407c0df13426d31e89,1,1,2297,4,6,2297,4,6,exact_match
0c04b94b7162d791a417ba4fedd934b5,29,0,231_totto26510-4,2,3,273_totto31153-4,13,3,wrong_table
0c0e67cf0971bb34af10887f30fcea65,2,0,1626,0,0,1626,0,6,wrong_column
0c221c1ce1ef03c3f187b4c5b5ab7c1d,7,0,549,0,3,549,0,0,wrong_column
0c4e788a590da4a4a92bd89875c6f7c2,1,1,2546,17,0,2546,17,0,exact_match
0c863f592b8b2b1612dbded809c4f631,34,0,1676,4,0,1602,2,2,wrong_table
0cadc93388108edf660e16e871101726,1,1,1510,2,2,1510,2,2,exact_match
0cccdff1ef488b341ac6eb13875d7d77,1,1,435,4,1,435,4,1,exact_match
0cd55f444a3fad2e0eb52342dfa1ba6c,6,0,196_92_tab1,5,0,55_167_tab03,0,2,wrong_table
0d0b40eb666f782692c7a22d042646f2,1,1,501,35,4,501,35,4,exact_match
0d2635246e5e1ab9550c3e8d9bd6ffcb,1,1,362,20,6,362,20,6,exact_match
0d33ea4a01e2b44ccde9efd33141f0f4,1,1,307_totto35194-4,3,3,307_totto35194-4,3,3,exact_match
0d3d00cf14597124de45eedfb2e49295,1,1,2009,10,0,2009,10,0,exact_match
0d40fd43e4943a2b6812696ab1db0d68,1,1,209_99_tab3,3,4,209_99_tab3,3,4,exact_match
0d5a890a5fcb7a4d5c8c219219c88ff9,5,0,766,0,1,766,2,1,wrong_row
0d9a0f1e29b184a00f3d5c2c78fd750b,1,1,362,1,0,362,1,0,exact_match
0da3b1447be690fc7df7e7af927429ad,1,1,556_totto63673-2,16,0,556_totto63673-2,16,0,exact_match
0e0ccd96f16de17d3cb51e0522139971,1,1,2546,6,2,2546,6,2,exact_match
0e3249a1b0e59ccb7e6db1bc001c3367,1,1,2207,14,3,2207,14,3,exact_match
0e443a1c5103e84d2d05fa0bef5e4ec7,4,0,1663,13,0,1663,13,3,wrong_column
0e4711f80d1a7741b214626fb7d80add,1,1,2537,9,2,2537,9,2,exact_match
0eac92936f4997ef35c560ce7107ddf6,7,0,448,2,7,449,4,0,wrong_table
0edb0c487809c68313f220288ec0ab52,3,0,1515,16,2,1515,16,0,wrong_column
0f306293b1b671e908ec7bbc5e3cb4fa,1,1,347,9,3,347,9,3,exact_match
0f72827e8290b01032419840923eed47,6,0,76_totto8750-1,53,0,76_totto8750-1,52,1,same_leaf_header
0fb26583dcb0c2fc3cf28abab14187ca,3,0,196_totto23102-1,14,12,196_totto23102-1,12,12,wrong_row
0fcf6f2ecae64dad79efc051cc7c20ac,1,1,1683,7,1,1683,7,1,exact_match
0fea12e7a4f6da06249da5a2adee1d8b,1,1,1723,4,3,1723,4,3,exact_match
1019c6a7af02b99a72ba10d323a10213,1,1,771,8,0,771,8,0,exact_match
101e53984cf11d5df7c92502fbf6bc48,1,1,2102,3,0,2102,3,0,exact_match
108671cb689c688fbdbf74d16c9df23d,1,1,920,3,3,920,3,3,exact_match
118f49e9f3b704891f96b2ba42c0d75c,1,1,249_totto28140-0,2,5,249_totto28140-0,2,5,exact_match
11aebedafce25dc38fe6666a556327bb,1,1,422_totto48766-2,1,0,422_totto48766-2,1,0,exact_match
11f30db17a7c151825da8a03f0fd087d,2,0,1602,6,0,1602,6,1,wrong_column
12acd17d5fa052f5a747ca0aaf1812de,2,0,764,7,5,764,4,5,wrong_row
12e4dc52e49f44ce7dca187935704d4d,1,1,764,10,2,764,10,2,exact_match
132116d22ce9f5842d5e23aa99197476,1,1,1469,2,3,1469,2,3,exact_match
14280bd73af437e8aa4b9b3ceed16596,1,1,350,0,1,350,0,1,exact_match
143bcc0652038dfab7c454e888b800f4,1,1,362,1,6,362,1,6,exact_match
145375917385732b4711a4a664c2852b,27,0,50_164_tab3,3,1,48_164_tab1,0,4,wrong_table
14ff164458c5511745cd57f63bfc79b4,1,1,2546,23,2,2546,23,2,exact_match
151630b11fb096f7a630c9a0386bc976,2,0,2205,5,2,2205,5,1,wrong_column
15ef07a1e7916da2207b2a0bad45bf22,1,1,102_53_nsf19315-tab001,5,0,102_53_nsf19315-tab001,5,0,exact_match
16417ec8a3d47e874eeedd059390f099,7,0,549,1,3,549,1,0,wrong_column
16697a4760740c37d8a302e4e2969a65,2,0,312_totto35881-3,10,2,312_totto35881-3,11,2,wrong_row
168df60a507ea657eda203885280f033,2,0,204_totto24002-4,3,10,204_totto24002-4,3,2,wrong_column
16c4b49700f74cd75f4ec8f31c2825af,1,1,212,0,0,212,0,0,exact_match
16d50fc99f9d18173a90af79fe5a7360,1,1,232_totto26559-2,8,0,232_totto26559-2,8,0,exact_match
16d6ec74815691506be934d66f76b9b3,1,1,182_totto21517-0,3,4,182_totto21517-0,3,4,exact_match
16fbc0d7158342508d320d6c4d49e18f,1,1,920,11,0,920,11,0,exact_match
1717f9c6b4eb05e0c8366d6b01390d06,1,1,399,7,2,399,7,2,exact_match
17ab3070bb7894af7e02467ec6a19a88,1,1,2756,2,1,2756,2,1,exact_match
17f5d230073c06f3a9f00a8c244a5c08,3,0,363_totto41364-0,8,3,363_totto41364-0,8,2,same_value
192328ddd0562edae71cadff24fe4d69,1,1,955,14,4,955,14,4,exact_match
192933bdbbc004e654e1c9eb9a9b4ec9,1,1,1857,6,3,1857,6,3,exact_match
19940bcad1a9985373e1b831e49b438d,12,0,132_totto16111-1,6,3,402_totto46543-0,4,7,wrong_table
199d039c0d7d0fe9fb6e70e4a75045bc,10,0,591_totto67983-2,4,0,591_totto67983-2,5,2,other
19b52e7e980aa0a6e35835ee2297c254,1,1,212,1,0,212,1,0,exact_match
1a5a85dd5d2abbf23450c7ee74bb0ab9,1,1,211,4,3,211,4,3,exact_match
1a8dd6bc4a44eeb549c5b0cafff9f67d,1,1,399,6,2,399,6,2,exact_match
1b4e46198b58e03dbd8caa810806db8c,1,1,2589,10,5,2589,10,5,exact_match
1bde5a174429e66e66d623e1c0cf66f2,3,0,204_totto24002-4,3,9,204_totto24002-4,3,0,wrong_column
1bf8a6d7810a9dfcb25e90ad9bcb50bb,1,1,1510,1,2,1510,1,2,exact_match
1c90738da7099febcd8d1f5f2b2e5a27,1,1,2633,0,0,2633,0,0,exact_match
1cc3cb53ab7c6e52ab28f18d3bcd307c,59,0,2441,13,2,2441,10,9,other
1cdd7e439c48306a7dc2d42430889736,1,1,2546,26,2,2546,26,2,exact_match
1d1825a70ff6239d56e066bf2bfb78e9,1,1,196_92_tab1,5,1,196_92_tab1,5,1,exact_match
1d4c730a9be4f5622dcf1f9eb9806a6b,1,1,2324,5,0,2324,5,0,exact_match
1d8c1a9add04d1d1176a110a16c8d377,10,0,2560,4,1,2560,3,1,wrong_row
1e16c8d8f4d2c0c62731e83d188cff71,1,1,145,2,1,145,2,1,exact_match
1f04fd1913de2c6bd1ff58b403506e67,2,0,2701,41,2,2701,41,3,wrong_column
1f117d4463daa2ce07f8357e2a9181b4,1,1,1653,2,1,1653,2,1,exact_match
1f355dadc2e0b2d6022346a00a92b318,1,1,510_totto58333-1,10,0,510_totto58333-1,10,0,exact_match
1f74fb45f3ab2bbd532189825dc92bef,1,1,99_totto11740-4,3,6,99_totto11740-4,3,6,exact_match
1ff3c02097b27cd214ab4a4da59d4ec0,5,0,63_totto7242-2,24,3,63_totto7242-2,23,3,wrong_row
201bb7e875f910854627f78525dd154e,1,1,486_totto55399-1,4,3,486_totto55399-1,4,3,exact_match
204ead14a71d986591ff48744fbbdbdb,1,1,955,14,11,955,14,11,exact_match
21a5e4a9a813c8aaa602913a5ba013c2,1,1,1723,4,1,1723,4,1,exact_match
21bbdbf479cb2b3664ef88a540592992,6,0,291_totto33476-4,5,8,291_totto33476-4,5,16,same_value
21e2b0f183337f60565c83dbc4ba2b8b,1,1,290_totto33290-2,4,3,290_totto33290-2,4,3,exact_match
21f615c355ead823d57dcec2140fa80a,13,0,720,0,1,720,0,0,wrong_column
22199b508b96ade30f9456ef8c98993a,1,1,1404,9,0,1404,9,0,exact_match
221d3b9d9f3485104601cc2727338bbb,6,0,2215,12,0,2215,10,0,wrong_row
225abe30f8fd15d7b6a015eb05112e57,7,0,455,25,1,449,21,3,wrong_table
226e61021f00e07ff8f3a8db1628ca09,3,0,1534,12,0,1404,24,0,wrong_table
22f38b68ccd93c1ab610e0fce74cddce,1,1,201_totto23686-3,5,10,201_totto23686-3,5,10,exact_match
22f89405107bf5829e22130e48798711,4,0,152_totto18395-4,34,1,152_totto18395-4,25,1,wrong_row
2395b6a217a770ba39d140fac5fec9da,1,1,449,26,3,449,26,3,exact_match
239756c8f50629f8a194e3631d7786c0,1,1,2297,1,2,2297,1,2,exact_match
23c3150c94dfb616394283d1beec9ca7,10,0,358,0,3,1967,13,10,wrong_table
240e0e3719b45b6c2d3af3c59c0931aa,1,1,1004,1,3,1004,1,3,exact_match
2441b3f323dbce0c90db4ce4ebcc2183,19,0,560_totto64057-2,6,1,560_totto64057-2,6,0,wrong_column
2457d589bbe649d16e74dbdab1acce50,1,1,349,3,9,349,3,9,exact_match
247c983885e38f8802d62183f8bd3b9c,1,1,248,2,5,248,2,5,exact_match
25a4efcf51b27b30d9ccec0aea79225f,1,1,2708,0,0,2708,0,0,exact_match
2604be07ad31af6c65ecfea00713e54c,30,0,144_69_nscg17-ib19300-tab002,2,4,144_69_nscg17-ib19300-tab002,0,5,other
261c318a43df83de8eaf57a80ba8dc14,1,1,1404,12,1,1404,12,1,exact_match
2694c2c3e3ddf4e7de2ea982de45e529,2,0,2481,7,0,2481,7,1,same_value
269dd1fd590e4d39eadf91213551194e,1,1,1340,0,2,1340,0,2,exact_match
26f1b330b88e9bb9760425ee97aeb364,1,1,140_totto16928-3,3,3,140_totto16928-3,3,3,exact_match
26f41916f3b2c4b2a93d157f5d1dd4fc,1,1,1219,25,0,1219,25,0,exact_match
27e75cef379619bc85071b6cd973485d,1,1,2656,4,1,2656,4,1,exact_match
281ed5a850dc2a336bedae24f6745d55,1,1,933,7,3,933,7,3,exact_match
286c628847718059b74a24e598e9369b,1,1,955,13,10,955,13,10,exact_match
2872f91734ed004d3b129711410c05d6,1,1,395_totto45680-4,0,0,395_totto45680-4,0,0,exact_match
287b11afeee5938b7bb85f818baae33f,2,0,189_totto22300-0,4,1,492_totto56167-3,2,7,wrong_table
287d873eacdba4fa503b0392990c0a55,1,1,408,15,0,408,15,0,exact_match
288d11c860674d6b73ceefad91f9af00,1,1,2534,1,0,2534,1,0,exact_match
28f3628abf672ac0297baa46b2a6253c,23,0,1195,7,2,1195,7,3,wrong_column
28fdf715a93fe9d8f0e6a82892333b09,2,0,1979,5,7,1979,5,6,wrong_column
2945e077be811d932b56e4b72519bb2c,2,0,44_totto4750-0,9,0,44_totto4750-0,5,0,same_value
2985d1dc1a18bb917a270236b2db1349,1,1,1184,4,5,1184,4,5,exact_match
29d407c8491b4c01c5b30be8334536be,1,1,145,25,1,145,25,1,exact_match
2a0507e83b2d80a96bce0839b062e4dc,18,0,2441,12,2,2441,36,9,same_leaf_header
2a70f77106a674050c9938ff8a97ea3c,10,0,2215,12,3,2215,4,1,same_leaf_header
2b0a06ad8f82e9b7508c634653da65dc,1,1,601,7,0,601,7,0,exact_match
2b1605aceba4d77013af290db9f3f2b4,1,1,246,0,1,246,0,1,exact_match
2b1af465055cbc0c233a5086e12a9661,1,1,209_99_tab3,1,4,209_99_tab3,1,4,exact_match
2b2537c8f253a00c3119f38c56cddc8c,1,1,416_totto48085-0,15,6,416_totto48085-0,15,6,exact_match
2b84bf96cf8f664b83ec64d36c8dad86,6,0,771,2,0,771,11,0,wrong_row
2b904af527eeacadc87107d8a56c0ecc,1,1,141,13,7,141,13,7,exact_match
2ba652b342773d7bb7d871de206eabe0,1,1,165_83_tab1,0,0,165_83_tab1,0,0,exact_match
2bbc173cf299fada9212f2527aaa887d,3,0,1219,1,0,1219,14,0,wrong_row
2bbdf67eea74cec94814a9d883bbe804,1,1,2309,2,0,2309,2,0,exact_match
2bcec746a5b400799ea1c69c53ec51e2,1,1,1902,1,3,1902,1,3,exact_match
2c52974788f4b3fa993e5876b239cbe9,1,1,1004,2,1,1004,2,1,exact_match
2da20104b571162e69afa17948cc804b,2,0,584_totto67153-2,15,1,584_totto67153-2,15,0,wrong_column
2e62d57ab3b2ecfce3145c5227d6c680,1,1,1902,2,1,1902,2,1,exact_match
2f0676b14bb4068cf21a5662fd4dbffa,1,1,2633,0,1,2633,0,1,exact_match
2f24aee8d5052a320fbade589f58f7a1,1,1,1494,1,4,1494,1,4,exact_match
2f3ca3561f50935f733b10259676a24f,4,0,298_totto34389-3,10,1,298_totto34389-3,13,1,wrong_row
2fbed7c4411da15c9a26fd16b691cb51,1,1,1153,0,2,1153,0,2,exact_match
2fe2a0e6ade72f72c7937c9e07b79714,1,1,947,29,2,947,29,2,exact_match
30111d3b2b6ee9afdb8628a42401e76e,10,0,460,11,0,2610,21,1,wrong_table
30c4726b6cc78c4128a9eb57ddb67e97,1,1,2756,2,0,2756,2,0,exact_match
30ecab5a03e4d053a125f851b1ba6684,1,1,626,6,0,626,6,0,exact_match
311f95ac77073b7d720b6fabe1e87365,28,0,1534,15,0,1404,27,0,wrong_table
3147155ec5a492396d939d9aa81f2c6f,1,1,2769,4,3,2769,4,3,exact_match
314ad3e52972a43965d5dc08b47ee45d,15,0,1771,5,1,1771,9,1,wrong_row
3169136ee4280cb3a07a3a719f7519a0,1,1,259_totto29248-1,55,4,259_totto29248-1,55,4,exact_match
31f8ca62248d6196bb3dc215f3ff936a,1,1,1569,0,1,1569,0,1,exact_match
32493765ebbf7c90979864c68ffb5737,4,0,1979,6,6,1979,3,7,other
333450e8f0a747c2c4364b209147df49,67,0,2441,5,2,2441,10,9,other
334073a3d0d2ed208f17e5ea64218735,1,1,669,0,1,669,0,1,exact_match
33a4158365e3e096638529703fe8ed3f,1,1,133_64_sdr17-ib-19307-tab003,1,9,133_64_sdr17-ib-19307-tab003,1,9,exact_match
347d3a55716d53a020e99c0482959f75,1,1,71_totto8285-1,16,1,71_totto8285-1,16,1,exact_match
34a68ac803015ace67d2b57caf7c27e0,16,0,555,3,14,555,3,15,wrong_column
34b9195fa9b0f6698f60aa97d524d2e2,4,0,26_138_tab1,1,6,26_138_tab1,1,5,wrong_column
34c3b9177b6b8ebfa50235e007e18d5f,1,1,399,5,2,399,5,2,exact_match
34d78b794062f38ff81f35e4bfea2380,7,0,1308,3,1,2720,8,2,wrong_table
353682a1acf1ecf70af9a7192a5b0481,1,1,2656,5,1,2656,5,1,exact_match
3589d98583725bd2c86783e2e2bda6f5,8,0,2441,10,2,2441,10,9,wrong_column
359963ee333a95efe2d1d410c9cc284d,2,0,112,6,3,112,6,4,wrong_column
35a0ecaadd9c3da2665ed28efe512a50,71,0,1312,0,2,1312,0,1,wrong_column
35be7c90e8292704f78f4527520f209c,1,1,1683,7,0,1683,7,0,exact_match
35e0005259d90a05cc5ccd410c8531ef,1,1,771,7,2,771,7,2,exact_match
363f9bb3f74c7ec86026ee4e8707dfb8,131,0,48_164_tab1,0,4,50_164_tab3,14,4,wrong_table
3644040a71fa74bfdf1f3308eba88e3a,1,1,947,29,1,947,29,1,exact_match
36535ed21992a90562ba03c35e6e4eab,1,1,1553,12,1,1553,12,1,exact_match
366197ae5f94fdf1e06ea260325a9e77,1,1,291,12,1,291,12,1,exact_match
36a798344a07bd42ce54e7ae621da71e,1,1,751,5,3,751,5,3,exact_match
371261f3650bc85d818ae1c36e270df2,1,1,1404,11,0,1404,11,0,exact_match
37f89641cde6f1a39ab1873bc6e9181a,16,0,1195,2,3,1195,2,2,wrong_column
385b6a4983f9103ef0d72d36ce1cb6f8,1,1,1494,4,3,1494,4,3,exact_match
38bf61d60560b97bb39f2f567b6e17ca,1,1,362,1,3,362,1,3,exact_match
38d4413209e846f61b20a22fc9d5334e,1,1,2560,5,1,2560,5,1,exact_match
38dd34ceca312b80673c5eb605e97dec,52,0,6_totto667-0,20,8,6_totto667-0,20,5,wrong_column
38df3aa1ba261b0946b319dc82c61115,7,0,557,32,0,557,35,0,wrong_row
39d039e3d8d87bddd8f362efeeb62f34,6,0,324_totto36813-0,2,5,324_totto36813-0,2,6,wrong_column
3a07bc66c4bf2c3b36023bda8f3081ae,15,0,1771,3,1,1771,1,1,wrong_row
3a3c8ae38d2cfc1c7d34a55d7c29799d,1,1,1510,7,2,1510,7,2,exact_match
3a5ac15d5025dedab00e917398c805d9,1,1,1723,4,3,1723,4,3,exact_match
3b00295fa2776af25e40c407dc8c1627,1,1,1723,4,7,1723,4,7,exact_match
3b7e54939c5ce445505a98259ae60dd8,131,0,447_totto51418-3,12,9,447_totto51418-3,13,2,other
3be4f68ed0138404558474f431b53ff5,1,1,1723,8,1,1723,8,1,exact_match
3c2df83d8a50d99e9c3d189300394940,8,0,1602,5,2,1602,7,1,other
3c7eefb01a1c7b51a59d176486726dd8,1,1,2207,14,5,2207,14,5,exact_match
3cd922b6a3b541e50ffc08796d443446,1,1,26_138_tab1,1,5,26_138_tab1,1,5,exact_match
3ce5fae499b3b304c79e81d3d3dea822,1,1,2769,2,3,2769,2,3,exact_match
3eac12296c7cebb90d8888b866a4eff6,1,1,537_totto61621-1,4,0,537_totto61621-1,4,0,exact_match
3ed33cb2f8a45eec37c4c1641ec348e8,1,1,246,0,2,246,0,2,exact_match
3f43faadd7f2a870d36d874dd8514d45,1,1,1723,1,5,1723,1,5,exact_match
3f6b4768fd6657f74129c5bd40791413,1,1,358,9,2,358,9,2,exact_match
3f7a9c3426c49c4b90eb45165f35572f,2,0,112,7,3,112,7,4,wrong_column
3fab5ae74a35d4849bcac912f052382b,50,0,933,20,1,933,18,1,same_value
3fdd88632c790855a02b1e5bab316793,1,1,248,1,5,248,1,5,exact_match
401f76cbec67e9e53dcb7ef8d691987c,1,1,435,5,6,435,5,6,exact_match
4026bb9dc0b829386ff30df4950c4ce9,1,1,933,23,1,933,23,1,exact_match
404240ae955539f594509281c21cd9be,5,0,589_totto67635-2,23,1,589_totto67635-2,17,1,wrong_row
40c4e4171b086b44b6f0a2d73ae82b60,1,1,1553,14,1,1553,14,1,exact_match
40c58b7100f8a54dae4e305847fcca43,1,1,751,3,3,751,3,3,exact_match
40f4821c052d7638502ecfde6d364016,1,1,2207,14,1,2207,14,1,exact_match
4150f4aaad401113544c9ba7b6885c04,14,0,501_totto57274-1,0,2,501_totto57274-1,5,4,same_leaf_header
416afb81bd688e25d47b55c011fac0c0,2,0,56_173_tab1,0,2,196_92_tab1,0,2,wrong_table
419e2abc74240182d47cd8e10d0c1f32,1,1,1632,0,0,1632,0,0,exact_match
41b73c63f32511c5c6a84eefe897adfd,1,1,492_totto56167-3,2,2,492_totto56167-3,2,2,exact_match
41cbc5dfd57f24fc6d18c42a0a4fae24,1,1,200,13,1,200,13,1,exact_match
422b0434e7c23c20e34e63aee911ca80,7,0,1308,3,0,2720,9,3,wrong_table
4255afd947dd87ba6dd6792485c5620e,1,1,246,2,3,246,2,3,exact_match
42abe4144b4fc6b4a15e558e3770b428,3,0,1771,1,1,1771,6,1,wrong_row
42c901e126a36e701c89d39c9b0dca0e,1,1,2324,15,0,2324,15,0,exact_match
42fae71dc7de2ff8ec037019a41dd13d,7,0,771,1,1,771,4,1,wrong_row
43147ebee9399f117f6a422c13fa54fb,1,1,1982,8,5,1982,8,5,exact_match
4334746b9be43870b9d521c9382ef506,1,1,1902,3,3,1902,3,3,exact_match
434d469e02f18c63ec75bcc2f01e632a,2,0,112,4,3,112,4,4,wrong_column
436a8ef0d8b9d217c9f07288958d82ec,1,1,1723,4,5,1723,4,5,exact_match
43cb01cfae80e7d2e541eba1181b78dd,1,1,1308,16,1,1308,16,1,exact_match
44159571635eb1c44925c12ddb39c2e5,3,0,933,1,1,933,7,1,wrong_row
450804f32409b301d6743221a6e5c710,1,1,232_totto26586-4,2,0,232_totto26586-4,2,0,exact_match
45a03d5a8fe8b47298a34a84d14d5473,19,0,298_totto34229-1,22,1,298_totto34229-1,16,2,other
464c1c7e99fa567c06f86e5f510a7595,1,1,2613,23,2,2613,23,2,exact_match
4655ff9352c7e1313b469435fd5795cc,1,1,460,4,0,460,4,0,exact_match
467337aa9cdf13bb16d41432d2b457d4,1,1,358,6,2,358,6,2,exact_match
467f524d9022738347b63f09191ffbb4,4,0,557,19,0,557,24,0,wrong_row
46fd52133768caf662e9f111611d6cd6,1,1,920,11,3,920,11,3,exact_match
471c6330634bcb373db14b83b5773f76,1,1,1644,17,3,1644,17,3,exact_match
47809fce37ed1dcb27528c14f5b77981,1,1,50_totto5634-0,0,1,50_totto5634-0,0,1,exact_match
47abaa16ea9dd37b0601684a545b8d67,1,1,2755,1,0,2755,1,0,exact_match
47afbb17b6e4a05cd1a1f44cb06794ff,2,0,2534,0,2,2534,1,2,wrong_row
47f2c19acd5f454c65205d9e85330551,1,1,920,22,0,920,22,0,exact_match
47f562ea32640079008cc6f356dded7e,1,1,399,2,2,399,2,2,exact_match
481ae8ab61a17551321e33c4ad69f352,10,0,65_20_nsf20316-tab001,0,1,65_20_nsf20316-tab001,4,1,wrong_row
48241c539dd8b336ec066163caa8fcfa,2,0,443_totto50999-3,3,10,443_totto50999-3,3,0,wrong_column
4892594242accca81a41e4c7c6d1524d,1,1,469,0,0,469,0,0,exact_match
495b09486fb6acb663c02dbc1fd3e724,1,1,771,8,2,771,8,2,exact_match
498fd5b928c7b1bb30e54938a750fc78,1,1,772,1,0,772,1,0,exact_match
4a1dd45732125c7ad8e6e5dd1e0a4fbe,3,0,669,0,2,669,3,2,wrong_row
4a2ebe8fa6261140ef1b941fe132a9ef,1,1,1982,4,0,1982,4,0,exact_match
4a394a226036194aead5a9acf5a9d5b8,1,1,1493,11,4,1493,11,4,exact_match
4a39975e3528ae8770cf3bb4cacddb3b,1,1,2324,4,0,2324,4,0,exact_match
4a9a34905d4832b014f202432f0741fe,1,1,578_totto66389-3,3,0,578_totto66389-3,3,0,exact_match
4ab5cad8f88afc89ea29ad288bc99027,1,1,1644,24,3,1644,24,3,exact_match
4ac77c2172800ae57360340c3f0533c6,2,0,1469,2,1,1469,2,3,wrong_column
4ac9ae43b4130144bf395bd46c3c279b,9,0,519_totto59497-4,0,0,519_totto59497-4,2,0,same_value
4aec685455239ffca59098327b271db9,1,1,200,8,1,200,8,1,exact_match
4b6d312cc1c99698b836c643685041e1,1,1,122_totto14287-1,11,5,122_totto14287-1,11,5,exact_match
4b9ff117dd34bd1ec321834ea90ded6b,1,1,1496,35,1,1496,35,1,exact_match
4bb068063e4a256a046afd012229b8d4,1,1,350,7,1,350,7,1,exact_match
4c141d2388af68f009694fea6909b082,1,1,1902,1,1,1902,1,1,exact_match
4c25190668c859cfffef1f14bd69ffe0,2669,0,2062,8,1,2102,9,0,wrong_table
