query_id,table_id,gold_row,gold_col,in_chunk,rank
779,sport-table06,21,6,1,1000000000
803,labor-table12,0,10,1,25
813,labor-table13,0,17,1,1000000000
869,food-table01,2,0,1,0
869,food-table01,9,0,1,9
869,food-table01,11,0,1,10
879,labor-table21,1,13,1,1000000000
888,sport-table07,2,6,1,1000000000
889,sport-table07,4,6,1,1000000000
891,labor-table22,2,0,1,1
909,economy-table61,24,3,1,1000000000
963,manufacture-table12,13,0,1,1000000000
963,manufacture-table12,13,4,1,1000000000
979,labor-table27,6,0,1,11
984,economy-table68,103,0,1,1000000000
985,economy-table68,68,1,1,84
987,economy-table68,5,0,1,298
999,economy-table69,0,2,1,0
1029,health-table12,3,2,1,183
1030,health-table12,3,0,1,67
1061,labor-table33,5,0,1,13
1064,sport-table11,1,2,1,1000000000
1085,sport-table12,6,0,1,1
1085,sport-table12,18,1,1,1000000000
1111,manufacture-table17,58,5,1,1000000000
1143,economy-table81,6,0,1,1000000000
1145,economy-table81,12,0,1,1000000000
1153,economy-table84,0,0,1,1
1212,environment-table16,1,9,1,2
1229,environment-table19,219,0,1,91
1232,environment-table20,20,2,1,6
1233,environment-table20,29,11,1,144
1234,economy-table110,9,9,1,103
1236,economy-table110,6,5,1,73
1237,economy-table110,8,5,1,0
1241,economy-table111,9,3,1,1000000000
1245,economy-table112,13,0,1,328
1277,science-table09,39,9,1,2
1302,science-table16,9,1,1,1000000000
1303,science-table16,13,2,1,1000000000
1304,science-table16,23,0,1,1000000000
1305,science-table16,4,0,1,1000000000
1338,science-table17,6,0,1,1000000000
1339,science-table17,12,1,1,1000000000
1376,society-table25,22,0,1,0
1377,society-table25,10,0,1,1
1378,society-table25,9,0,1,1000000000
1380,society-table27,38,0,1,1000000000
1390,society-table30,12,0,1,152
1407,society-table33,38,0,1,129
1409,society-table33,13,0,1,1000000000
1410,society-table34,6,1,1,2
1426,society-table37,3,0,1,1000000000
1427,society-table37,28,0,1,1000000000
1428,society-table37,49,0,1,1000000000
1430,society-table38,8,13,1,1000000000
1430,society-table38,31,10,1,285
1431,society-table38,0,0,1,1000000000
1432,society-table38,0,0,1,1000000000
1433,society-table38,24,14,1,157
1433,society-table38,25,7,1,1000000000
1435,society-table39,2,1,1,227
1435,society-table39,3,1,1,292
1435,society-table39,6,1,1,207
1435,society-table39,7,1,1,200
1456,society-table44,11,0,1,1000000000
1461,society-table45,8,0,1,1000000000
1462,society-table45,8,0,1,1000000000
1463,society-table45,21,0,1,1
1465,society-table46,13,0,1,1000000000
1467,society-table46,14,0,1,1000000000
1468,society-table46,58,0,1,1000000000
1490,education-table26,7,24,1,3
1495,education-table27,6,24,1,1
1497,education-table27,8,3,1,1000000000
1503,education-table28,8,3,1,260
1529,medical-table03,17,1,1,10
1543,environment-table40,83,1,1,125
1546,environment-table41,10,0,1,26
1551,environment-table42,10,0,1,89
1565,science-table20,0,0,1,264
1570,science-table21,0,0,1,240
1586,society-table55,67,6,1,1000000000
1641,science-table33,2,2,1,79
1646,science-table34,5,2,1,79
1651,science-table35,6,7,1,70
1662,science-table39,19,2,1,5
1666,science-table40,97,1,1,78
1671,science-table41,14,0,1,1000000000
1679,science-table43,5,1,1,1000000000
1741,health-table30,0,2,1,5
1754,health-table32,21,9,1,38
1757,health-table33,2,6,1,132
1771,health-table36,30,1,1,22
1776,health-table37,30,1,1,26
1781,health-table38,30,1,1,28
1793,health-table40,6,0,1,1000000000
1809,health-table43,16,9,1,21
1891,education-table17,0,19,1,0
1937,society-table08,1,0,1,4
1946,society-table06,34,0,1,0
1998,education-table23,7,2,1,1000000000
2001,food-table10,2,3,1,4
2001,food-table10,2,4,1,5
2002,food-table10,2,7,1,4
2031,education-table36,3,2,1,1
2042,economy-table108,2,2,1,0
2067,society-table13,5,0,1,172
2083,education-table24,40,3,1,1000000000
2093,labor-table66,16,4,1,0
2097,labor-table65,26,2,1,4
2114,labor-table57,72,3,1,0
2116,labor-table56,85,4,1,0
2127,labor-table54,45,2,1,0
2159,labor-table61,10,1,1,1
2166,religion-table06,4,15,1,1000000000
2170,religion-table06,23,1,1,1000000000
2186,religion-table10,1,14,1,68
2188,religion-table10,6,18,1,1000000000
2189,religion-table10,7,12,1,11
2190,religion-table10,9,0,1,4
2191,religion-table01,8,4,1,195
2193,religion-table01,1,2,1,1000000000
2197,religion-table02,20,1,1,1000000000
2204,religion-table03,1,6,1,1000000000
2204,religion-table03,1,9,1,1000000000
2206,religion-table04,1,7,1,1000000000
2210,religion-table04,8,16,1,1000000000
2221,business-table15,6,18,1,1
2243,society-table60,0,0,1,7
2243,society-table60,0,2,1,0
2260,society-table63,12,0,1,1
2266,economy-table117,2,0,1,0
2269,economy-table117,2,3,1,0
2270,economy-table117,2,7,1,0
2271,economy-table118,28,4,1,1
2277,society-table64,2,18,1,0
2305,agriculture-table09,0,5,1,0
2314,society-table68,15,15,1,1000000000
2314,society-table68,35,16,1,289
2317,society-table69,2,13,1,1000000000
2319,society-table69,12,1,1,1000000000
2320,society-table69,6,8,1,1000000000
2320,society-table69,6,9,1,1000000000
2321,society-table69,6,8,1,1000000000
2323,society-table70,0,0,1,8
2324,society-table70,0,1,1,8
2329,society-table72,36,0,1,1
2330,society-table72,37,0,1,35
2333,society-table73,5,1,1,0
2337,society-table74,0,0,1,0
2342,society-table75,1,2,1,7
2356,sport-table13,2,2,1,1000000000
2356,sport-table13,28,2,1,1000000000
2364,productivity-table07,8,2,1,2
2393,economy-table119,0,0,1,54
2393,economy-table119,19,0,1,1000000000
2408,manufacture-table20,0,1,1,49
2408,manufacture-table20,1,1,1,50
2419,economy-table122,1,1,1,186
2430,education-table33,0,1,1,0
2470,economy-table126,15,4,1,1000000000
2497,labor-table49,7,0,1,15
2497,labor-table49,16,0,1,32
2497,labor-table49,23,0,1,42
2497,labor-table49,28,0,1,14
2497,labor-table49,35,0,1,20
2497,labor-table49,40,0,1,18
2497,labor-table49,47,0,1,6
2497,labor-table49,56,0,1,19
2497,labor-table49,64,0,1,3
2513,science-table52,10,0,1,1
2514,science-table52,11,8,1,37
2518,science-table53,10,0,1,0
2523,science-table54,12,2,1,37
2524,science-table54,11,7,1,1
2550,science-table56,25,0,1,0
2553,environment-table45,0,8,1,7
2617,science-table67,2,3,1,160
2629,science-table70,0,1,1,20
2633,science-table71,0,1,1,1
2637,science-table72,0,1,1,0
