query_id,table_id,gold_row,gold_col,in_chunk,rank
1468,society-table46,58,0,1,1000000000
1490,education-table26,7,24,1,1000000000
1495,education-table27,6,24,1,1000000000
1497,education-table27,8,3,1,1000000000
1503,education-table28,8,3,1,1000000000
1529,medical-table03,17,1,1,0
1543,environment-table40,83,1,1,17
1546,environment-table41,10,0,1,9
1551,environment-table42,10,0,1,0
1565,science-table20,0,0,1,1000000000
1570,science-table21,0,0,1,1000000000
1586,society-table55,67,6,1,1000000000
1641,science-table33,2,2,1,0
1646,science-table34,5,2,1,0
1651,science-table35,6,7,1,1000000000
1662,science-table39,19,2,1,1
1666,science-table40,97,1,1,1000000000
1671,science-table41,14,0,1,0
1679,science-table43,5,1,1,3
1741,health-table30,0,2,1,0
1754,health-table32,21,9,1,1000000000
1757,health-table33,2,6,1,1000000000
1771,health-table36,30,1,1,8
1776,health-table37,30,1,1,7
1781,health-table38,30,1,1,11
1793,health-table40,6,0,1,0
1809,health-table43,16,9,0,1000000000
1891,education-table17,0,19,1,13
1937,society-table08,1,0,1,1
1946,society-table06,34,0,1,1000000000
1998,education-table23,7,2,1,1000000000
2001,food-table10,2,3,1,5
2001,food-table10,2,4,1,5
2002,food-table10,2,7,1,5
2031,education-table36,3,2,1,0
2042,economy-table108,2,2,1,0
2067,society-table13,5,0,1,1000000000
2083,education-table24,40,3,1,1000000000
2093,labor-table66,16,4,1,18
2097,labor-table65,26,2,1,1000000000
2114,labor-table57,72,3,1,1000000000
2116,labor-table56,85,4,1,16
2127,labor-table54,45,2,1,1000000000
2159,labor-table61,10,1,1,0
2166,religion-table06,4,15,1,1000000000
2170,religion-table06,23,1,1,2
2186,religion-table10,1,14,1,5
2188,religion-table10,6,18,1,4
2189,religion-table10,7,12,1,3
2190,religion-table10,9,0,1,1000000000
2191,religion-table01,8,4,1,1000000000
2193,religion-table01,1,2,1,24
2197,religion-table02,20,1,1,1000000000
2204,religion-table03,1,6,1,0
2204,religion-table03,1,9,1,0
2206,religion-table04,1,7,1,0
2210,religion-table04,8,16,1,1000000000
2221,business-table15,6,18,1,1000000000
2243,society-table60,0,0,1,1
2243,society-table60,0,2,1,1
2260,society-table63,12,0,1,41
2266,economy-table117,2,0,1,0
2269,economy-table117,2,3,1,1
2270,economy-table117,2,7,1,0
2271,economy-table118,28,4,1,0
2277,society-table64,2,18,1,14
2305,agriculture-table09,0,5,1,0
2314,society-table68,15,15,1,1000000000
2314,society-table68,35,16,1,1000000000
2317,society-table69,2,13,1,1000000000
2319,society-table69,12,1,1,1000000000
2320,society-table69,6,8,1,1
2320,society-table69,6,9,1,1
2321,society-table69,6,8,1,1
2323,society-table70,0,0,1,16
2324,society-table70,0,1,1,1000000000
2329,society-table72,36,0,1,1
2330,society-table72,37,0,1,7
2333,society-table73,5,1,1,0
2337,society-table74,0,0,1,1
2342,society-table75,1,2,1,1000000000
2356,sport-table13,2,2,1,1000000000
2356,sport-table13,28,2,1,1000000000
2364,productivity-table07,8,2,1,0
2393,economy-table119,0,0,1,0
2393,economy-table119,19,0,1,0
2408,manufacture-table20,0,1,1,0
2408,manufacture-table20,1,1,1,0
2419,economy-table122,1,1,1,4
2430,education-table33,0,1,1,1000000000
2470,economy-table126,15,4,1,1000000000
2497,labor-table49,7,0,1,1
2497,labor-table49,16,0,1,1
2497,labor-table49,23,0,1,1
2497,labor-table49,28,0,1,1
2497,labor-table49,35,0,1,1
2497,labor-table49,40,0,1,1000000000
2497,labor-table49,47,0,1,1000000000
2497,labor-table49,56,0,1,1000000000
2497,labor-table49,64,0,1,1000000000
2513,science-table52,10,0,1,1000000000
2514,science-table52,11,8,1,1000000000
2518,science-table53,10,0,1,1000000000
2523,science-table54,12,2,1,1000000000
2524,science-table54,11,7,1,1000000000
2550,science-table56,25,0,1,8
2553,environment-table45,0,8,1,0
2617,science-table67,2,3,1,17
2629,science-table70,0,1,1,2
2633,science-table71,0,1,1,1
2637,science-table72,0,1,1,0
