query_id,table_id,gold_row,gold_col,in_chunk,rank
d3ad3f7e9f6343ad93eab1d145856660,df3f8578e606a920,3,0,1,2
d3ad3f7e9f6343ad93eab1d145856660,df3f8578e606a920,8,0,1,2
784677516a264d66a058b42bcd1b3742,e5565a0bf7c2247b,5,0,1,1000000000
784677516a264d66a058b42bcd1b3742,e5565a0bf7c2247b,5,1,1,1000000000
cf49afa541824980a5fdee88808177b3,d3b965ce435a41a8,1,0,1,18
cf49afa541824980a5fdee88808177b3,f54e5ce62d2335b1,1,3,1,4
8c90636475ea42b3b020c7c961f1e46e,5aefd803d10c9545,3,0,1,0
8c90636475ea42b3b020c7c961f1e46e,5aefd803d10c9545,3,3,1,0
96a4042c5c9842d880790f78c12a78e9,834bb28652c85f3d,1,4,1,1000000000
3410a4e50b81438e8779428164e476fc,5f7e1227adb87c42,2,0,1,0
3410a4e50b81438e8779428164e476fc,5f7e1227adb87c42,2,1,1,0
81677601b32e4bbf9a90065264a095cb,6218ebbd931bedc8,0,1,1,0
1273e029f602459cabfca68fa1d7665f,2117ce7d1ca36f4b,8,1,1,0
df10cf666965437e84c8a56c7b639695,39f076d1b14ce9ea,0,4,1,3
194a68f15e6c450195c13e322bd90ce4,7da2897669ce948e,6,0,1,1000000000
e9a44ac4ca2c4381a6ef6c39087c1f8d,9ac8825059737de1,9,0,1,1000000000
e9a44ac4ca2c4381a6ef6c39087c1f8d,9ac8825059737de1,9,1,1,1000000000
f53bf6b574d841e69bf86f7d5179b1ac,43e4a7e444313cfd,2,1,1,0
f53bf6b574d841e69bf86f7d5179b1ac,43e4a7e444313cfd,3,1,1,0
f53bf6b574d841e69bf86f7d5179b1ac,43e4a7e444313cfd,5,1,1,0
bb12bbf9edf345f6b18efddab63ec201,a3c961d67f5028c2,0,1,1,1
bb12bbf9edf345f6b18efddab63ec201,a3c961d67f5028c2,11,1,1,1
7eec49dadccf402a83f5f940358428dc,694768c9b8939dd9,0,1,1,0
7eec49dadccf402a83f5f940358428dc,694768c9b8939dd9,0,2,1,0
bb8cfbcf24104e66bfdf0e24a2c49659,d6b2d4bbc7f4e42b,1,1,1,2
d275d949e77147ceabd60e16689fff19,548ba97c256341e5,1,4,1,0
d275d949e77147ceabd60e16689fff19,548ba97c256341e5,2,4,1,0
d275d949e77147ceabd60e16689fff19,548ba97c256341e5,3,4,1,0
28790a7bee7748bd900c217a75647c83,5372f9a785548c31,1,1,1,1
28790a7bee7748bd900c217a75647c83,5372f9a785548c31,1,2,1,1
49e3efdf8b6f455f8e5cddda362913ff,7d6760a4a6a64dea,15,2,1,1000000000
49e3efdf8b6f455f8e5cddda362913ff,9434fec0124f988d,3,0,1,1
258d8a77f40145ea988b70432cb05b73,c50468e32fa0397d,7,0,1,0
258d8a77f40145ea988b70432cb05b73,c50468e32fa0397d,7,1,1,0
258d8a77f40145ea988b70432cb05b73,c50468e32fa0397d,8,0,1,0
258d8a77f40145ea988b70432cb05b73,c50468e32fa0397d,8,1,1,0
23900023b1dc453492c23e995b373ae0,ada06a6084e6ed0e,6,0,1,1
6c92775444074e07b6b7cb3e7641866b,634f19500ee84a90,29,0,1,1000000000
6c92775444074e07b6b7cb3e7641866b,634f19500ee84a90,29,3,1,1000000000
10a43c9571314f19af3eebbb7f110f57,2cd9e0369dc47eef,3,0,1,4
10a43c9571314f19af3eebbb7f110f57,2cd9e0369dc47eef,3,1,1,4
7813dcb83e1d485a9b9407b46f2f5540,b332326e81fffc90,2,0,1,7
7813dcb83e1d485a9b9407b46f2f5540,b332326e81fffc90,2,1,1,7
472ae26b64b046b590864dd751271cc8,ff81a5672a70bf2e,3,0,1,24
d02da3144fdf46b2a1134d4c86624670,d3487d95f60e7dff,5,1,1,1000000000
6f1ba9a2664249469a9a4a0a84658299,9865cc6ea673b32a,5,0,1,18
f0964b3a7e734fe38966cbcf6df3be5e,412dc2e34298be5b,6,0,1,0
b6dc26a6d6484015a0340ff0ef5f5964,092293d5392eb3ce,4,0,1,0
b6dc26a6d6484015a0340ff0ef5f5964,092293d5392eb3ce,4,3,1,0
1d9f779df01d4eecb319477ef4dcbd60,23adbe3a6cd2905e,1,0,1,15
91e846e932b1438cb9aec7761c7b9b94,a385c06e41e9a7d0,3,2,1,0
f6a4af380e5d407387d8b2d9d7ad0188,3c8716cc8e4eda0c,1,0,1,0
f6a4af380e5d407387d8b2d9d7ad0188,3c8716cc8e4eda0c,4,0,1,0
f6a4af380e5d407387d8b2d9d7ad0188,3c8716cc8e4eda0c,8,0,1,0
f6a4af380e5d407387d8b2d9d7ad0188,3c8716cc8e4eda0c,9,0,1,0
9767519be67e486f8184ab08273e09a1,0337ced2e1654ae7,0,0,1,0
9767519be67e486f8184ab08273e09a1,0337ced2e1654ae7,0,2,1,0
3daa3352f4af425ebd3ae08c44925d70,d5cd6bca5a28b53e,17,0,1,0
248fceb451f946678616914f36ec44bc,5b6029f8e4cf124b,5,0,1,0
d77d376bc12449d2acf5364f3742c127,a355c8ed5e8765e1,2,0,1,32
215a4357a97f4474a4def702cd4a7237,aa0449a193971bb7,27,1,1,5
2f07d38f1bdd4281ac24f7b621c8d6a4,c32802d6a548c99d,12,0,1,1
1c60b5b271004dc890476e2c95e904f3,e730d13774ef5439,0,0,1,3
121826d523374ff7a46530dd1f27624f,258dd2d4125f9693,0,3,1,3
121826d523374ff7a46530dd1f27624f,2b8fcca8ee5cfdbe,4,0,1,4
21f5985f98ce4a0391fe268dc1f3c39e,8127a5e3b34a8800,4,0,1,0
21f5985f98ce4a0391fe268dc1f3c39e,8127a5e3b34a8800,5,0,1,0
c2b27c590d7e4154bd0d301c5254ce0c,823a473c1c6504be,14,2,1,0
930c0b2684f34512b77dd76c05ccbca8,c0dc3f7268cf9111,0,0,1,1
930c0b2684f34512b77dd76c05ccbca8,c0dc3f7268cf9111,5,0,1,1
cc935a72bd8344358fc732c30d1230ac,10ef4168d28ada2d,1,2,1,17
cc3addc7278040259e981a419ab57f22,4e05c41a7561e9eb,4,7,1,0
cc3addc7278040259e981a419ab57f22,9ba119a0a0e9c8b5,6,0,1,35
72f5c1a326144389b2159e3e0c4689f2,b7300c2d8b48574c,4,0,1,0
72f5c1a326144389b2159e3e0c4689f2,b7300c2d8b48574c,11,0,1,0
fe119042707a4dd88b17a1cfc762071a,41182bf64e52db93,1,2,1,1
4c8b6124533a4d2392da4b41d4a1b342,14250b196dffee2c,0,0,1,7
0efb8149a7c84274acd7ff541b060e86,56c523c918ba20ed,14,4,1,0
0efb8149a7c84274acd7ff541b060e86,a4a22e4240044536,5,1,1,12
63200feb5aad4d8391e6cb5563f7ae71,b9dcb5bb72f7a0cd,4,4,1,1000000000
2326b0af33134c47ad0aea7c23a73663,4813346d2aa7acff,4,0,1,0
9b21e565cf0746149747624a4690974d,48d4e7e738bddae2,1,3,1,4
9b21e565cf0746149747624a4690974d,a8b95e52f66657a2,16,0,1,13
2fa5414d4adb4238aafc62f96add9a6e,30c72efae09dded2,0,0,1,8
c82133e4a0454a2bb45b7cdba6fefef4,901108c52c7aa917,1,0,1,0
c82133e4a0454a2bb45b7cdba6fefef4,901108c52c7aa917,3,0,1,0
c82133e4a0454a2bb45b7cdba6fefef4,901108c52c7aa917,4,0,1,0
414dbfc738f643dbaba790ce0a80904d,546d2402dc381ec0,1,4,1,1
a6019fa52367437fba0778f024faa47d,2cf249a781d2cc34,17,0,1,1000000000
a6019fa52367437fba0778f024faa47d,2cf249a781d2cc34,17,2,1,1000000000
96a7a1d44ab34cf9b8193f511c2fc916,cc92e1c9dfb42f79,8,0,1,0
7c5f5335d6944345b1462f8ca6d9dcc9,7472e577cd09d19a,3,0,1,1
a71f302bf9de4253865ee495ba467942,d66e9d0dafeb44e7,5,0,1,30
11b2499353cb4d7783dc917ce5b3d2f1,48cd6b47fe31462b,25,1,1,20
11b2499353cb4d7783dc917ce5b3d2f1,48cd6b47fe31462b,25,2,1,20
239009c6e6474a39bed5802ce98fe216,23144b4443b9a032,7,0,1,4
2883562344b849dfbff07b953528f82e,f4f497bdd8578c9e,3,3,1,4
2883562344b849dfbff07b953528f82e,f4f497bdd8578c9e,3,4,1,4
d78d7a26a4c747aa889695a451cba2b9,8f5d185fa0ec1980,9,0,1,1
9b89d01357da41388779dc166eefc291,0b4c111eeaf88c1b,13,2,1,0
121754b0bdfd459894e8fa0c41469997,72e4a453f2dce892,0,0,1,0
121754b0bdfd459894e8fa0c41469997,72e4a453f2dce892,0,2,1,0
23fc8d9ba7d84b4183d0a2d34d9a0f2c,af1d5d89b5400b53,18,2,1,0
23fc8d9ba7d84b4183d0a2d34d9a0f2c,af1d5d89b5400b53,19,2,1,0
23fc8d9ba7d84b4183d0a2d34d9a0f2c,af1d5d89b5400b53,23,2,1,0
103370d3537b4e168ad9348e61dcc314,9071cf210a1da171,2,1,1,14
103370d3537b4e168ad9348e61dcc314,9071cf210a1da171,2,2,1,14
103370d3537b4e168ad9348e61dcc314,9071cf210a1da171,2,3,1,14
3f267005a51d46419064fd5ee46280cc,833191c4fcb99faa,18,0,1,23
3f267005a51d46419064fd5ee46280cc,833191c4fcb99faa,18,1,1,23
49b85ad8486d4b56b56c33e91a359713,8e3d997afe1f687e,7,0,1,0
18c9348c2bbe4226b448ca8ee4d3fa56,d0104a27356c84ee,3,2,1,1000000000
18c9348c2bbe4226b448ca8ee4d3fa56,d0104a27356c84ee,3,3,1,1000000000
6e8cfccdecf7411bbc76578143a2ddcf,bea540b97206b16f,0,0,1,0
6e8cfccdecf7411bbc76578143a2ddcf,bea540b97206b16f,1,0,1,0
40b0c30ffa76414c9cdcff51330950ea,00859f2732c7d663,0,1,1,0
40b0c30ffa76414c9cdcff51330950ea,00859f2732c7d663,0,2,1,0
990bf6aa356e4ea7a70ccaba33321522,2d167082cf69964b,22,4,1,0
f4f57e707aa14cf89e7f2c1d98c87f04,2841f131ea462a16,5,0,1,0
e46a82077d9248e5acd8b009669ee37f,78495adbf8fba765,1,0,1,35
77c78691c0e64cc794007a6c602533e5,c9176d3fa11ffc4e,4,4,1,1000000000
49ca72c5d69c43d9bca9d73117f85fc5,cc61d754886c0b84,1,0,1,14
3aca8642a1c24d159d9aef9e23b0ac0d,6d9612fe223fa9ee,0,0,1,2
3aca8642a1c24d159d9aef9e23b0ac0d,6d9612fe223fa9ee,0,2,1,2
0784493f496347a9a4f613bbd5335a0c,23169169c02393b1,1,2,1,0
97bdf65459f34deeb315116328455ff0,0037193b827f6d30,1,4,1,1
97bdf65459f34deeb315116328455ff0,0037193b827f6d30,2,4,1,1
97bdf65459f34deeb315116328455ff0,0037193b827f6d30,3,4,1,1
97bdf65459f34deeb315116328455ff0,0037193b827f6d30,4,4,1,1
97bdf65459f34deeb315116328455ff0,0037193b827f6d30,5,4,1,1
97bdf65459f34deeb315116328455ff0,0037193b827f6d30,6,4,1,1
97bdf65459f34deeb315116328455ff0,0037193b827f6d30,7,4,1,1
97bdf65459f34deeb315116328455ff0,0037193b827f6d30,8,4,1,1
0cf27862c134429f93321a7e5d6726d4,edc96540fefb3de3,2,0,1,1
0cf27862c134429f93321a7e5d6726d4,edc96540fefb3de3,2,1,1,1
0cf27862c134429f93321a7e5d6726d4,edc96540fefb3de3,2,2,1,1
0cf27862c134429f93321a7e5d6726d4,edc96540fefb3de3,2,3,1,1
0cf27862c134429f93321a7e5d6726d4,edc96540fefb3de3,2,4,1,1
f176662f264a4d57b723f8c64e95eb40,455ec9472399f9c1,3,0,1,0
1ae7dc82e3134d16aeb214f43f13c6fb,2746cdcdbc3822e7,0,0,1,0
55312249eb80450b825b1f4c1e1c0730,a11713e236500020,3,0,1,1
55312249eb80450b825b1f4c1e1c0730,a11713e236500020,4,0,1,1
55312249eb80450b825b1f4c1e1c0730,a11713e236500020,5,0,1,1
f5643975b4b046c186b072475c57789d,64755447aaf396f8,6,0,1,37
f5643975b4b046c186b072475c57789d,64755447aaf396f8,6,1,1,37
f5643975b4b046c186b072475c57789d,64755447aaf396f8,6,2,1,37
ab6d1f76631f426a9d75e77fcf6f2406,f88e3de53d992629,2,1,1,7
ab6d1f76631f426a9d75e77fcf6f2406,f88e3de53d992629,2,2,1,7
a6240937a19e42f1a5b1f1c968976f2d,8c6479b42f710fa5,7,0,1,2
ef151dc7db944f418c9155baaa40a263,0903cb5a68f17bfc,0,1,1,23
ef151dc7db944f418c9155baaa40a263,0903cb5a68f17bfc,0,2,1,23
095fb4d3fba945bea87cde0fd6ce7f37,1729f52fe9cea7ed,1,1,1,1000000000
96d52acd9b364a1f8a071cd5fe22c6de,956eaf55ca6b4d84,1,1,1,14
e376168cb0af4ef9bb7a1fafce63f4b0,de5ca3a26b2ac997,2,4,1,0
e376168cb0af4ef9bb7a1fafce63f4b0,f368bde12770df05,0,1,1,29
e677bdc27bed42b4993c6b97e2117863,153c70dc1d29bc8e,4,0,1,0
e677bdc27bed42b4993c6b97e2117863,153c70dc1d29bc8e,4,1,1,0
0f0544b5e1d241a69de10acfab5e13ae,794408c7ed18b7b9,2,1,1,1000000000
0f0544b5e1d241a69de10acfab5e13ae,794408c7ed18b7b9,3,1,1,1000000000
0f0544b5e1d241a69de10acfab5e13ae,794408c7ed18b7b9,4,1,1,1000000000
0f0544b5e1d241a69de10acfab5e13ae,794408c7ed18b7b9,5,1,1,1000000000
0f0544b5e1d241a69de10acfab5e13ae,794408c7ed18b7b9,6,1,1,1000000000
0f0544b5e1d241a69de10acfab5e13ae,794408c7ed18b7b9,9,1,1,1000000000
0f0544b5e1d241a69de10acfab5e13ae,794408c7ed18b7b9,10,1,1,1000000000
0f0544b5e1d241a69de10acfab5e13ae,794408c7ed18b7b9,12,1,1,1000000000
0f0544b5e1d241a69de10acfab5e13ae,794408c7ed18b7b9,13,1,1,1000000000
3b3a3abf134a42fd878b96a8f7da6295,5a81cd367fd9b392,3,0,1,1000000000
e0e0dc06abeb406babf88af3ef0e2a1f,ae68cb47bf4f51fe,1,0,1,4
4d78640799c84b2d870bb8984232049d,f16b2b654eb3ba10,11,0,1,1000000000
793f4b6ccf9b402e8a99577d6ef9277a,ff72423486255f55,1,0,1,23
b9a4e0ca42684e1c8efca3850a14aa45,8f0ba73220f44369,27,4,1,1000000000
6e5173ba3c6f489b97a78f04642d4737,47286ea05c1f40d5,1,4,1,0
6e5173ba3c6f489b97a78f04642d4737,ab0644e450270bfb,2,1,1,3
6b6c414a7b7944edbec3f53394552ba9,3bca92b1d96e0a5a,1,0,1,0
05966100171245f59e1538275c5a4936,5fb15d9cc4b6d229,0,1,1,0
05966100171245f59e1538275c5a4936,5fb15d9cc4b6d229,0,2,1,0
8bfa9dab026b429db23e3b4b55cc23be,d2d08646ce21362f,0,1,1,1000000000
8bfa9dab026b429db23e3b4b55cc23be,d2d08646ce21362f,1,1,1,1000000000
8bfa9dab026b429db23e3b4b55cc23be,d2d08646ce21362f,2,1,1,1000000000
697c682b5d9d47ea8a9d59dc4e40e3cc,05cb38c79a9cf0bd,6,7,1,1000000000
895b261e01b741e29c4ed09e3def4184,34840f781d83e144,3,1,1,0
e6757d3fb050460a8f6ecc169ae3fbbd,a093feb5f96d100f,9,2,1,1
b039ee22c62141049d12bc34df080753,3f751915f01f5afd,15,0,1,3
4b553f4442454f4e9235b24b31f19d43,0ea6e01f38288156,2,0,1,1
4b553f4442454f4e9235b24b31f19d43,dbe2a1e2df9d95ec,3,1,1,0
c5d0e8749d534644b93a20f1363619cc,87c722a42be338ce,3,0,1,1
c5d0e8749d534644b93a20f1363619cc,87c722a42be338ce,3,2,1,1
98890b54801b4263a3a9006b88c7a883,ada06a6084e6ed0e,2,1,1,0
14bb95e945b7427a81e3f0f10cea6e5e,daa048fbc34d63a0,4,0,1,0
16d917fe014947c8b3236339c6792d98,3d30eec354d5ad7c,3,0,1,0
16d917fe014947c8b3236339c6792d98,3d30eec354d5ad7c,3,1,1,0
0799c42758e24839bdc4c11e06b6033e,fabf451484091771,2,1,1,2
e1d370679fcc440eac82a94d158a9d8d,41a68b02f0ee6082,7,0,1,1
a53af3f0af064af19ef607727b8233ed,8f0ba73220f44369,27,4,1,1000000000
e9da96e1f1e245eb9140d2d966dcb44e,3f37566e18bb9524,0,0,1,0
e9da96e1f1e245eb9140d2d966dcb44e,3f37566e18bb9524,0,2,1,0
18b3fdd83c824f508d3ed22164584903,203826d7ee00c733,17,0,1,1
5a6b5f28e2774d49bc86b009cd75bd8b,dfd8647ba165f131,10,2,1,4
5a6b5f28e2774d49bc86b009cd75bd8b,e0c7617253195f17,2,1,1,29
0d6a8ece3aa6448cbb4088d62b02a67c,35d4628678fb5d70,1,0,1,14
0d6a8ece3aa6448cbb4088d62b02a67c,35d4628678fb5d70,6,0,1,14
d06c4f0832d345a38b9bd96c9886bac1,616c75096a386a9f,3,0,1,1000000000
104e34dac13f4eebad48b747c768dd5e,aca6dd21a63c4633,2,4,1,0
41f8f4056a83474c9c1f41e23e0e4e50,80ac5e7b4f325841,1,0,1,5
58f504ab3bff4106a6673af0effedbe1,27d8e9eff21f12a9,13,0,1,1000000000
0120850188d146dea28a26ed9d3c0cd4,26ddda24350e9a88,0,1,1,0
0120850188d146dea28a26ed9d3c0cd4,c7a0bce364a692c1,18,4,1,9
778cc0b38cd9481a83cdaec6204359a2,857de6318ded6347,4,4,1,7
2cb5964bef7547d9aee78188b2903f8e,e2c15d0d9c8aa300,9,0,1,0
3a98640d1e0d44bea7ac21e629cd1b59,78ace2ad4179decf,0,0,1,6
3a98640d1e0d44bea7ac21e629cd1b59,78ace2ad4179decf,0,2,1,6
3a98640d1e0d44bea7ac21e629cd1b59,78ace2ad4179decf,0,3,1,6
3a98640d1e0d44bea7ac21e629cd1b59,78ace2ad4179decf,1,0,1,6
3a98640d1e0d44bea7ac21e629cd1b59,78ace2ad4179decf,1,2,1,6
3a98640d1e0d44bea7ac21e629cd1b59,78ace2ad4179decf,7,0,1,6
481f8c9e4e12426791a7e222bcc8878d,616c75096a386a9f,7,0,1,1000000000
fbf2562361e1452f9a01c89513711470,51409ed187a91e50,7,0,1,17
fbf2562361e1452f9a01c89513711470,51409ed187a91e50,7,4,1,17
ca96215b4ffc4fe6b1b20833f362e004,511c1c38e23d1533,1,0,1,4
c1cb30a2f0a848a4924393f40e0b413b,82653b17fd5e8bd9,3,4,1,19
c1cb30a2f0a848a4924393f40e0b413b,c8abdfc2c0d75e78,5,1,1,10
bc406ef254f64e2c94e1e62834dc8923,aa5cc792facce890,2,0,1,4
9caf8143d4894525a64c25a88ab985d6,e2d77a43a2134121,4,3,1,7
9caf8143d4894525a64c25a88ab985d6,e2d77a43a2134121,4,4,1,7
1f80a126a1e449468297bee6fda77377,822a7d9e52944698,5,0,1,2
1f80a126a1e449468297bee6fda77377,b51abe2bac62a4e7,7,1,1,8
145d9f8947db48e5b8e56ff4b1c8f45b,47286ea05c1f40d5,7,5,1,0
145d9f8947db48e5b8e56ff4b1c8f45b,ab0644e450270bfb,2,0,1,3
2862594d917249dea80480ff83b3c624,fe8760bc55fdde6d,2,0,1,0
2862594d917249dea80480ff83b3c624,fe8760bc55fdde6d,2,2,1,0
67f30b06433648658b634bd81a8f71eb,7605388d83622858,3,0,1,1000000000
37167b22312b4de590d0a98f14f7d5ed,1987c537429b13e4,0,0,1,0
37167b22312b4de590d0a98f14f7d5ed,1987c537429b13e4,0,2,1,0
7146e8d76f784e4da80b5ed44af6a347,b7a5ff3090299a4e,3,0,1,1000000000
2c9fcdd64a474b48b88caf3311fdd14f,46373d6b59f2c698,2,2,1,0
b79f30a45bc74de4af530eff79befcc0,87a7e0621b391351,1,0,1,0
b79f30a45bc74de4af530eff79befcc0,87a7e0621b391351,2,0,1,0
b79f30a45bc74de4af530eff79befcc0,87a7e0621b391351,3,0,1,0
b79f30a45bc74de4af530eff79befcc0,87a7e0621b391351,4,0,1,0
b79f30a45bc74de4af530eff79befcc0,87a7e0621b391351,5,0,1,0
b79f30a45bc74de4af530eff79befcc0,87a7e0621b391351,6,0,1,0
b79f30a45bc74de4af530eff79befcc0,87a7e0621b391351,7,0,1,0
b79f30a45bc74de4af530eff79befcc0,87a7e0621b391351,8,0,1,0
7f86cc88c3514fccabf8a977eaec4d9b,eb7dba53a4f52dc8,1,0,1,9
7f86cc88c3514fccabf8a977eaec4d9b,eb7dba53a4f52dc8,1,4,1,9
51a57e2c715d40e180af3bc07a57e405,6b20ceaad46ddd85,0,1,1,0
51a57e2c715d40e180af3bc07a57e405,6b20ceaad46ddd85,0,2,1,0
9cae4ddc3ace4b389d5ed1dbcdbc5125,41a68b02f0ee6082,3,0,1,1
9cae4ddc3ace4b389d5ed1dbcdbc5125,a9b9cc84a3ed0744,1,4,1,2
835f1a8f57a84e5ea8c2d20563fff0bc,d6b2d4bbc7f4e42b,1,3,1,5
2cafe67b7580440bb1327d28e0b1ab63,d800d8063ff33768,9,0,1,1
d4514086de664bc1b53d09ca1880a1ef,a671be3e812548aa,16,4,1,8
6bea1a50940143819dde20e1348aafd7,26b723168a88091f,2,0,1,34
6bea1a50940143819dde20e1348aafd7,da9dff21c21fc45e,6,0,1,0
6bea1a50940143819dde20e1348aafd7,da9dff21c21fc45e,15,2,1,0
6af64d6ccf584babbdfdbf9f9f2fd4cb,364f3ba92e91c873,4,0,1,0
6af64d6ccf584babbdfdbf9f9f2fd4cb,364f3ba92e91c873,4,1,1,0
6af64d6ccf584babbdfdbf9f9f2fd4cb,78c56e67984a0b2a,10,0,1,3
6af64d6ccf584babbdfdbf9f9f2fd4cb,78c56e67984a0b2a,10,1,1,3
f41ef61d2f3c429cbc694edae5f4feef,3689e5a3fe2cd816,0,2,1,1
f41ef61d2f3c429cbc694edae5f4feef,3689e5a3fe2cd816,1,2,1,1
f41ef61d2f3c429cbc694edae5f4feef,3689e5a3fe2cd816,2,2,1,1
f41ef61d2f3c429cbc694edae5f4feef,3689e5a3fe2cd816,3,2,1,1
f41ef61d2f3c429cbc694edae5f4feef,3689e5a3fe2cd816,4,2,1,1
dd10ae0acafd48169e2017b8d8ade6f5,b6818f287f565d7e,3,3,1,1000000000
313984df695d4a29bfc215b6574c4582,dfd8647ba165f131,7,2,1,5
313984df695d4a29bfc215b6574c4582,dfd8647ba165f131,9,2,1,5
819b894a2dfd41ffa545a68c2996b8f9,601838b16e3d04ed,5,5,1,0
bd3f443d89ea42f89e3fd47fea4bcfb0,bccb3a37f77254a4,5,0,1,9
aa7dc092abe64d58862e8723dc9fe3ae,3b0256698ee23991,0,0,1,0
aa7dc092abe64d58862e8723dc9fe3ae,3b0256698ee23991,0,1,1,0
f749e1b5e3dd4ef0802ff7ad49e2efa3,d94fddcccbb49d1e,3,4,1,5
f749e1b5e3dd4ef0802ff7ad49e2efa3,d94fddcccbb49d1e,3,5,1,5
ca24d243e19e421eafa3e7d466b8ec37,585f4b03e6c85092,5,0,1,0
a954da033d7f4bad99913eb037defdf4,694768c9b8939dd9,0,0,1,0
a954da033d7f4bad99913eb037defdf4,694768c9b8939dd9,0,1,1,0
6d9cc621e1b247c2ba014a317bf7cc82,d53db526dc972b3a,3,0,1,1
cc76d872bd574857b61d78da75b0061d,1a358c51189dfea1,13,1,1,0
7482c31083df4f6a83cb24936b45bd32,9633b654c424fa42,3,0,1,0
7482c31083df4f6a83cb24936b45bd32,9633b654c424fa42,3,2,1,0
43b7151a946f4d529cc71a8bdeb55ddc,a671be3e812548aa,16,4,1,5
4f868b092a894e3b871c8f8d11bd10c8,6fc0b207f452d75c,9,0,1,1000000000
4f868b092a894e3b871c8f8d11bd10c8,82ab49fa6b3fc52e,3,1,1,0
74b1e40f78434961b789ad88105fc6d2,036c4d8ddb140aea,11,2,1,0
8b1d7c6e739547fe8ab8368cade2abe1,e7a4113607dba06a,4,0,1,11
8b1d7c6e739547fe8ab8368cade2abe1,e7a4113607dba06a,4,1,1,11
7a979729b6054294be6d06ff3d2fa55d,3d610d49b3f9d14c,12,2,1,1000000000
7a979729b6054294be6d06ff3d2fa55d,3d610d49b3f9d14c,12,5,1,1000000000
34cae3481a6b4226ad39fbe90359fc27,c00e9b70a39b2a60,0,1,1,0
34cae3481a6b4226ad39fbe90359fc27,c00e9b70a39b2a60,0,2,1,0
531a77d7d2e943f3bd266612c6a8c09e,e88dd7128a3cb443,4,0,1,1
531a77d7d2e943f3bd266612c6a8c09e,efdf5425fbcd19f0,2,0,1,2
f39b2751138a4cb29b3dfa914657b9ba,fda2b323b74c234b,2,0,1,5
f39b2751138a4cb29b3dfa914657b9ba,fda2b323b74c234b,2,1,1,5
f39b2751138a4cb29b3dfa914657b9ba,fda2b323b74c234b,2,2,1,5
