query_id,query_type,pool,dataset,question,gold_answer,gold_table_id,gold_cells
q-215,lookup,aitqa,aitqa,how many Airbus A320 did American Airlines lease in 2017 ?,38,tab-40,"[[""tab-40"", 1, 3]]"
q-352,lookup,aitqa,aitqa,How many A220-100 aircraft are committed for delivery in calendar year ending 2019 for Delta Airlines?,24,tab-77,"[[""tab-77"", 0, 0]]"
q-401,lookup,aitqa,aitqa,How much did American Airlines pay for fuel in 2016?,"6,180",tab-81,"[[""tab-81"", 2, 3]]"
q-11,lookup,aitqa,aitqa,What was total RPMs for United Airlines in the year 2018 ?,"230,155",tab-1,"[[""tab-1"", 1, 0]]"
q-383,lookup,aitqa,aitqa,what are the available seat miles in 2016 for Delta Airlines?,"251,867",tab-80,"[[""tab-80"", 1, 2]]"
q-196,lookup,aitqa,aitqa,How many pilots does American Airlines have for the mainline with contract amendable date as 2020 ?,"13,200",tab-37,"[[""tab-37"", 0, 1]]"
q-480,lookup,aitqa,aitqa,What was the average cost of fuel per gallon in 2009 for Southwest Airlines ?,$2.12,tab-108,"[[""tab-108"", 6, 2]]"
q-425,lookup,aitqa,aitqa,What was the overall value of American Airlines' investments in 2018?,"$4,828",tab-89,"[[""tab-89"", 7, 0]]"
q-473,lookup,aitqa,aitqa,How much money did Alaska airlines spend on medical benefits of its employees in 2017 ?,216,tab-105,"[[""tab-105"", 1, 0]]"
q-307,lookup,aitqa,aitqa,What were the RPMs of American in 2019?,"241,252",tab-66,"[[""tab-66"", 0, 0]]"
q-208,lookup,aitqa,aitqa,Find the average fuel price per gallon for American Airlines in 2017.,$1.73,tab-39,"[[""tab-39"", 0, 2]]"
q-320,lookup,aitqa,aitqa,What was American Airlines' total amount of passenger revenue from passenger travel in the year 2019?,"2,352",tab-70,"[[""tab-70"", 4, 1]]"
q-396,lookup,aitqa,aitqa,How much fuel has been consumed by Delta Airlines in 2018?,"4,113",tab-80,"[[""tab-80"", 7, 0]]"
q-238,lookup,aitqa,aitqa,"Which employee group does Air Line Pilots Association, International (ALPA) represent for Alaska airlines in 2018?",Pilots,tab-45,"[[""tab-45"", 0, 1]]"
q-65,lookup,aitqa,aitqa,what was the percentage change for other operating expenses for Southwest in 2019?,7.3,tab-14,"[[""tab-14"", 5, 3]]"
q-94,lookup,aitqa,aitqa,what is the revenue passenger miles for Delta for 2015?,"209,625",tab-17,"[[""tab-17"", 0, 2]]"
q-100,lookup,aitqa,aitqa,what is the consolidated operating cost for every available seat mile in 2015?,13.33¢,tab-17,"[[""tab-17"", 5, 2]]"
q-502,lookup,aitqa,aitqa,what was Southwest's RPMs(in millions) for the year 2017 ? ,"129,041,420",tab-112,"[[""tab-112"", 15, 0]]"
q-61,lookup,aitqa,aitqa,Tell me Southwest Airline's GAAP Operating income in 2018,"$3,206",tab-13,"[[""tab-13"", 0, 1]]"
q-177,lookup,aitqa,aitqa,what is the seats per trip for Southwest in year 2017?,149.03,tab-32,"[[""tab-32"", 22, 1]]"
q-471,lookup,aitqa,aitqa,What did Alaska airlines pay for medical coverage in 2017?,216,tab-105,"[[""tab-105"", 1, 0]]"
q-269,lookup,aitqa,aitqa,What was the cheapest average price per gallon value for Alaska Airlines between 2015 and 2017?,$1.49,tab-55,"[[""tab-55"", 1, 3]]"
q-175,lookup,aitqa,aitqa,how many operational seat miles did Southwest Airlines have in the year 2016?,"148,522,051",tab-32,"[[""tab-32"", 16, 2]]"
q-206,lookup,aitqa,aitqa,American Airline's fuel expenses contributed to what percentage of operating expenses in the year 2017 ?,19.7%,tab-39,"[[""tab-39"", 0, 4]]"
q-504,lookup,aitqa,aitqa,what was Southwest operating revenue per available ASM in the year 2017 ?,13.76,tab-112,"[[""tab-112"", 25, 0]]"
q-267,lookup,aitqa,aitqa,How much gallon of fuel has been consumed by United Airlines in 2016?,"3,904",tab-55,"[[""tab-55"", 1, 1]]"
q-289,lookup,aitqa,aitqa,Find consolidated CASM for United Airlines in the year of 2014,14.85,tab-61,"[[""tab-61"", 20, 3]]"
q-143,lookup,aitqa,aitqa,How much money was spend by United on salaries of employees for the year 2018?,"11,458",tab-28,"[[""tab-28"", 4, 1]]"
q-277,lookup,aitqa,aitqa,"As of 2017, how many Airbus A350 passenger airplanes were ordered by United Airlines?",45,tab-58,"[[""tab-58"", 0, 0]]"
q-83,lookup,aitqa,aitqa,Show me the average seat miles for Delta in 2016 ,"251,867",tab-17,"[[""tab-17"", 1, 1]]"
q-270,lookup,aitqa,aitqa,Between 2015 to 2017 which year had the highest fuel expense for Alaska Airlines ?,2015,tab-55,"[[""tab-55"", 2, 0]]"
q-402,lookup,aitqa,aitqa,What is the total available seat miles for American Airlines in 2018?,"282,054",tab-82,"[[""tab-82"", 6, 0]]"
q-23,lookup,aitqa,aitqa,By how much domestic passenger load factor changed in 2017 when compared to 2016 for United Airlines ?,(0.2),tab-3,"[[""tab-3"", 8, 0]]"
q-64,lookup,aitqa,aitqa,What was the percentage change in GAAP operating income of Southwest from 2018 to 219?,(7.8),tab-13,"[[""tab-13"", 0, 2]]"
q-118,lookup,aitqa,aitqa,how much was the operating expense for regional carriers in 2016?,"4,311",tab-21,"[[""tab-21"", 2, 0]]"
q-487,lookup,aitqa,aitqa,What is the total number of mechanics working for Southwest Airlines in 2017 ?,"2,400",tab-110,"[[""tab-110"", 5, 1]]"
q-329,lookup,aitqa,aitqa,how much was the Delta airlines aircraft fuel price in 2017?,$1.68,tab-73,"[[""tab-73"", 1, 3]]"
q-371,lookup,aitqa,aitqa,What was the operating revenue for Delta airlines in the year 2016?,"$39,450",tab-79,"[[""tab-79"", 0, 2]]"
q-157,lookup,aitqa,aitqa,How many Boeing 737 were owned by SouthWest in 2018?,627,tab-30,"[[""tab-30"", 3, 4]]"
q-288,lookup,aitqa,aitqa,What is the consolidated Passenger Revenue Per Available Seat Mile for United Airlines in 2016?,12.40,tab-61,"[[""tab-61"", 17, 1]]"
q-135,lookup,aitqa,aitqa,How much rise was there in operating expenses for United airlines from 2018 to 2019?,$884,tab-27,"[[""tab-27"", 10, 2]]"
999,lookup,rhb_fact,realhitbench,What was the revenue for “Big Joe” in May.,2622764.25,economy-table69,"[[""economy-table69"", 0, 2]]"
1380,lookup,rhb_fact,realhitbench,Which intervention has the highest Benefit-Risk Ratio?,Case management of neonatal sepsis/pneumonia,society-table27,"[[""society-table27"", 38, 0]]"
1143,lookup,rhb_fact,realhitbench,Which team on 2015/8/8 had the highest difference in ‘My Odds' versus Betfair odds for the away outcome?,Swansea,economy-table81,"[[""economy-table81"", 6, 0]]"
2093,lookup,rhb_fact,realhitbench,What is the median weekly earning for Hispanic or Latino ethnicity women? (Final answer should be an integer.),586,labor-table66,"[[""labor-table66"", 16, 4]]"
1891,lookup,rhb_fact,realhitbench,What is the number of English Language Learners in United States?,534739,education-table17,"[[""education-table17"", 0, 19]]"
1776,lookup,rhb_fact,realhitbench,What is the total number of infected DCs in Experiment 1 Replicate 1?,533,health-table37,"[[""health-table37"", 30, 1]]"
1431,lookup,rhb_fact,realhitbench,Which method of Family Planning had the highest Coverage Rate in 2020 With COVID?,Contraceptive Use,society-table38,"[[""society-table38"", 0, 0]]"
1376,lookup,rhb_fact,realhitbench,What is the probability of a SARS-CoV-2 infection for the whole household of a child who gets vaccinated?,0.34%,society-table25,"[[""society-table25"", 22, 0]]"
557,lookup,rhb_fact,realhitbench,What was the total employment in the “Creative” sector for the “South East” region in 2008?,257285,employment-table31,"[[""employment-table31"", 12, 9]]"
1305,lookup,rhb_fact,realhitbench,How many lives were saved due to contraceptive use in Family Planning?,11.59,science-table16,"[[""science-table16"", 4, 0]]"
717,lookup,rhb_fact,realhitbench,Which PartNo has the highest Current Design QTY.1?,AQPAF00TT-JJ-CAF,manufacture-table01,"[[""manufacture-table01"", 26, 0]]"
260,lookup,rhb_fact,realhitbench,Match the year in which agricultural exports surpassed imports with its fiscal year value from 2020 to 2023.,"2021, 2022",agriculture-table02,"[[""agriculture-table02"", 7, 1], [""agriculture-table02"", 7, 2]]"
1153,lookup,rhb_fact,realhitbench,What is the average retail price per pound of the apple form with the highest average retail price?,1.85,economy-table84,"[[""economy-table84"", 0, 0]]"
115,lookup,rhb_fact,realhitbench,"What is the number of worker in “Total, 16 years and over” ",152987,employment-table24,"[[""employment-table24"", 1, 0]]"
133,lookup,rhb_fact,realhitbench,What is the relative importance of the “Food and beverages” category in 2022?,14.166,economy-table132,"[[""economy-table132"", 1, 0]]"
1757,lookup,rhb_fact,realhitbench,Which set shows the highest standard deviation for Runx3/b-actin fold change?,Set3,health-table33,"[[""health-table33"", 2, 6]]"
1793,lookup,rhb_fact,realhitbench,Which replicate shows the highest number of intracellular amastigotes in Set2?,Replicate 1,health-table40,"[[""health-table40"", 6, 0]]"
430,lookup,rhb_fact,realhitbench,Identify the region with the lowest GVA contribution from the ‘MLA’ sector in 2005/06.,North East,economy-table12,"[[""economy-table12"", 10, 3]]"
984,lookup,rhb_fact,realhitbench,Compare the local price of a $10 Load Card in Europe to a $10 Load Card in Australia. Which one costs more in local currency?,Australia,economy-table68,"[[""economy-table68"", 103, 0]]"
59,lookup,rhb_fact,realhitbench,"What is the difference between the number of unemployed individuals looking for full-time work and those looking for part-time work for the 'Total, 16 years and over' category?",3810,employment-table08,"[[""employment-table08"", 30, 2]]"
1651,lookup,rhb_fact,realhitbench,"At 225 days, how many mice have more luminal than basal type clones?",6,science-table35,"[[""science-table35"", 6, 7]]"
803,lookup,rhb_fact,realhitbench,What is the total “DurationMinutes” for all visits under the territory “C051_42537”? Provide the final answer.,273,labor-table12,"[[""labor-table12"", 0, 10]]"
2553,lookup,rhb_fact,realhitbench,What is the average lead concentration in OORGAUM soil during January to June 2023?,32.15,environment-table45,"[[""environment-table45"", 0, 8]]"
1771,lookup,rhb_fact,realhitbench,What is the total number of infected DCs in Experiment 1 Replicate 1?,540,health-table36,"[[""health-table36"", 30, 1]]"
268,lookup,rhb_fact,realhitbench,What is the recovered percent in Andhra Pradesh?,99.15,health-table01,"[[""health-table01"", 12, 0]]"
21,lookup,rhb_fact,realhitbench,What is the total people not in the labor force across 16 years and over?,99826,employment-table03,"[[""employment-table03"", 1, 7]]"
103,lookup,rhb_fact,realhitbench,What is the number of persons at work in all industries who work 5-14 hours and in agriculture?,134,employment-table21,"[[""employment-table21"", 3, 1]]"
1463,lookup,rhb_fact,realhitbench,What is the probability for a SARS-CoV-2 infection for the whole household of a child who gets vaccinated?,0.34%,society-table45,"[[""society-table45"", 21, 0]]"
719,lookup,rhb_fact,realhitbench,What is the PartNo of the item with a Qty Delta of 3?,"AQNPH0CCC-EE-KAA, AQPAF00CC-VV-KAA",manufacture-table01,"[[""manufacture-table01"", 3, 0], [""manufacture-table01"", 63, 0]]"
2277,lookup,rhb_fact,realhitbench,How many respondents were involved in the study for the age group 25-44 in 2009/10?,2017,society-table64,"[[""society-table64"", 2, 18]]"
549,lookup,rhb_fact,realhitbench,Identify the region with the highest number of businesses in the “Music & the Visual & Performing Arts” sub-sector in 2009.,England,business-table06,"[[""business-table06"", 10, 18]]"
1456,lookup,rhb_fact,realhitbench,Which Pregnancy/ Antenatal intervention had the highest 2019 Pre-COVID coverage rate?,TT - Tetanus toxoid vaccination,society-table44,"[[""society-table44"", 11, 0]]"
680,lookup,rhb_fact,realhitbench,"Identify the task locations where jobs raised by the Mechanical Department have been marked as ""Work in Progress.""","JL-1, Muffler Room",labor-table04,"[[""labor-table04"", 3, 2], [""labor-table04"", 4, 2]]"
2271,lookup,rhb_fact,realhitbench,What was the “Total DEL” for 2011-12 as listed in the table?,364015,economy-table118,"[[""economy-table118"", 28, 4]]"
83,lookup,rhb_fact,realhitbench,"What is the total number of employed persons in the mining, quarrying, and oil and gas extraction industries, combining both wage and salary workers and self-employed workers?",590,employment-table17,"[[""employment-table17"", 2, 0]]"
69,lookup,rhb_fact,realhitbench,"What is the total number of employed workers in the 'Management, professional, and related occupations' category for 2022.",7414,employment-table14,"[[""employment-table14"", 5, 0]]"
2364,lookup,rhb_fact,realhitbench,"Identify the range of the quantitative impact for ""Asset Impact"" ranked as ""Medium.""",45≤x<75,productivity-table07,"[[""productivity-table07"", 8, 2]]"
1232,lookup,rhb_fact,realhitbench,How many procedures targeted the 'Nervous system' across all species?,420127,environment-table20,"[[""environment-table20"", 20, 2]]"
1529,lookup,rhb_fact,realhitbench,What is the highest value in the 'Familiar' column for the group p75FL?,164,medical-table03,"[[""medical-table03"", 17, 1]]"
506,lookup,rhb_fact,realhitbench,What is the total number of subnational public employees aggregated in Austria with State government?,192617,employment-table29,"[[""employment-table29"", 2, 2]]"
149,lookup,rhb_fact,realhitbench,What is the total hours worked for self-employed individuals?,16400,injuries-table03,"[[""injuries-table03"", 4, 0]]"
2186,lookup,rhb_fact,realhitbench,What is the total number of individuals reported as 'No religion' in the table? (Final answer should be an integer.),18374209,religion-table10,"[[""religion-table10"", 1, 14]]"
1427,lookup,rhb_fact,realhitbench,Which Delivery Care intervention led to the highest number of Newborn Lives Saved?,Cesarean delivery,society-table37,"[[""society-table37"", 28, 0]]"
2518,lookup,rhb_fact,realhitbench,What is the mean value for the 'control' group under the 'base' condition?,0.35,science-table53,"[[""science-table53"", 10, 0]]"
