query_id,query_type,pool,dataset,question,gold_answer,gold_table_id,gold_cells
q-401,lookup,aitqa,aitqa,How much did American Airlines pay for fuel in 2016?,"6,180",tab-81,"[[""tab-81"", 2, 3]]"
q-11,lookup,aitqa,aitqa,What was total RPMs for United Airlines in the year 2018 ?,"230,155",tab-1,"[[""tab-1"", 1, 0]]"
q-383,lookup,aitqa,aitqa,what are the available seat miles in 2016 for Delta Airlines?,"251,867",tab-80,"[[""tab-80"", 1, 2]]"
q-196,lookup,aitqa,aitqa,How many pilots does American Airlines have for the mainline with contract amendable date as 2020 ?,"13,200",tab-37,"[[""tab-37"", 0, 1]]"
q-480,lookup,aitqa,aitqa,What was the average cost of fuel per gallon in 2009 for Southwest Airlines ?,$2.12,tab-108,"[[""tab-108"", 6, 2]]"
q-425,lookup,aitqa,aitqa,What was the overall value of American Airlines' investments in 2018?,"$4,828",tab-89,"[[""tab-89"", 7, 0]]"
q-473,lookup,aitqa,aitqa,How much money did Alaska airlines spend on medical benefits of its employees in 2017 ?,216,tab-105,"[[""tab-105"", 1, 0]]"
q-307,lookup,aitqa,aitqa,What were the RPMs of American in 2019?,"241,252",tab-66,"[[""tab-66"", 0, 0]]"
q-208,lookup,aitqa,aitqa,Find the average fuel price per gallon for American Airlines in 2017.,$1.73,tab-39,"[[""tab-39"", 0, 2]]"
q-320,lookup,aitqa,aitqa,What was American Airlines' total amount of passenger revenue from passenger travel in the year 2019?,"2,352",tab-70,"[[""tab-70"", 4, 1]]"
999,lookup,rhb_fact,realhitbench,What was the revenue for “Big Joe” in May.,2622764.25,economy-table69,"[[""economy-table69"", 0, 2]]"
1380,lookup,rhb_fact,realhitbench,Which intervention has the highest Benefit-Risk Ratio?,Case management of neonatal sepsis/pneumonia,society-table27,"[[""society-table27"", 38, 0]]"
1143,lookup,rhb_fact,realhitbench,Which team on 2015/8/8 had the highest difference in ‘My Odds' versus Betfair odds for the away outcome?,Swansea,economy-table81,"[[""economy-table81"", 6, 0]]"
2093,lookup,rhb_fact,realhitbench,What is the median weekly earning for Hispanic or Latino ethnicity women? (Final answer should be an integer.),586,labor-table66,"[[""labor-table66"", 16, 4]]"
1891,lookup,rhb_fact,realhitbench,What is the number of English Language Learners in United States?,534739,education-table17,"[[""education-table17"", 0, 19]]"
1776,lookup,rhb_fact,realhitbench,What is the total number of infected DCs in Experiment 1 Replicate 1?,533,health-table37,"[[""health-table37"", 30, 1]]"
1431,lookup,rhb_fact,realhitbench,Which method of Family Planning had the highest Coverage Rate in 2020 With COVID?,Contraceptive Use,society-table38,"[[""society-table38"", 0, 0]]"
1376,lookup,rhb_fact,realhitbench,What is the probability of a SARS-CoV-2 infection for the whole household of a child who gets vaccinated?,0.34%,society-table25,"[[""society-table25"", 22, 0]]"
557,lookup,rhb_fact,realhitbench,What was the total employment in the “Creative” sector for the “South East” region in 2008?,257285,employment-table31,"[[""employment-table31"", 12, 9]]"
1305,lookup,rhb_fact,realhitbench,How many lives were saved due to contraceptive use in Family Planning?,11.59,science-table16,"[[""science-table16"", 4, 0]]"
717,lookup,rhb_fact,realhitbench,Which PartNo has the highest Current Design QTY.1?,AQPAF00TT-JJ-CAF,manufacture-table01,"[[""manufacture-table01"", 26, 0]]"
eb98069c538fc38ac568a0dba5074664,arith,hitab_arith,hitab,"at the all industries level, how many times did employer businesses in non-indigenous conmunities cumulatively earn per resident more than first nations employers?",[5.389691],201,"[[""201"", 4, 1], [""201"", 4, 5]]"
2c4c8f28296913bb61b4e6a82c27019f,arith,hitab_arith,hitab,"what is the percentage of family class immigrants coming from south asia, east asia and western developed countries?",[51.5],2793,"[[""2793"", 9, 1], [""2793"", 15, 1], [""2793"", 17, 1]]"
0d9723d01c202b1071c05bc78f0efede,arith,hitab_arith,hitab,"much of the increase in the rate of breaking and entering at the national level between 2014 and 2015 can be accounted for somewhat mitigated by a drop in the rate of break-ins in vancouver, what is the percentage of this drop?",[6],2003,"[[""2003"", 31, 7]]"
60d316baf19941a8289fb89c8eec5f74,arith,hitab_arith,hitab,how many percentage points does intra-provincial trade fall due to rudeuced border costs?,[46.1],2558,"[[""2558"", 0, 3]]"
578e4c1d7bfaad4f55556e7f32b8f0f2,arith,hitab_arith,hitab,how many police-reported hate crime incidents in 2015 were motivated by sexual orientation fewer than the previous year?,[14],599,"[[""599"", 15, 0], [""599"", 15, 2]]"
4fe8869deb83893a0bd71b537f16e005,arith,hitab_arith,hitab,how many times the missed rate of immigrants who settled in 2011 is that for the entire immigrant frame?,[2],2401,"[[""2401"", 1, 1], [""2401"", 51, 1]]"
3385e1a99cf85a9c06ac546e200cbac9,arith,hitab_arith,hitab,what is the percentage of large decline in rate of breaking and entering at the national level was also reported in gatineau in 2015?,[21],2003,"[[""2003"", 9, 7]]"
29d75fddfb7895be35e1e80ae7739b9b,arith,hitab_arith,hitab,how many percentage points did higher education account for of the $101.1 billion of basic research in 2018?,[0.464612],64_2_nsf21324-tab002,"[[""64_2_nsf21324-tab002"", 9, 0], [""64_2_nsf21324-tab002"", 15, 0]]"
c91242c393b3e22722d5629f94bdc578,arith,hitab_arith,hitab,what is the percentage of gar refugees residing in medium-sized centres or small metropolitan areas?,[57.6],2793,"[[""2793"", 4, 2], [""2793"", 5, 2]]"
277d629dfed346ac2ce17062b6cf56fc,arith,hitab_arith,hitab,how many percent was funded by the department of defense?,[0.222462],156_77_tab2,"[[""156_77_tab2"", 0, 0], [""156_77_tab2"", 1, 0]]"
e14927de573918bc1681f8d268d0d2a7,arith,hitab_arith,hitab,"at the all industries level, how many times did employer businesses in non-indigenous conmunities cumulatively earn per resident more than inuit csd employers?",[7.322129],201,"[[""201"", 4, 2], [""201"", 4, 5]]"
9825bef7fd67b02a579b2216e97aae93,arith,hitab_arith,hitab,"in toronto, what was the ratio ranges across census tracts from 5th to 95th percentile?","[0.44, 1.2]",874,"[[""874"", 4, 1], [""874"", 4, 2], [""874"", 4, 3], [""874"", 4, 4], [""874"", 4, 5]]"
0e672d60d555975a0b73a0179a977a35,arith,hitab_arith,hitab,"in cases of theft, what was the percentage of females accused in 2015?",[0.344691],345,"[[""345"", 12, 0], [""345"", 12, 5], [""345"", 12, 10]]"
0df7182850439b66a9c9f0ba4d1e547e,arith,hitab_arith,hitab,"for non-aboriginal people, the employment rate was 68.8% for those living on reserve and 82.1% for those living off-reserve, what was the difference of them?",[13.3],1604,"[[""1604"", 1, 5]]"
27fda0d4e7f6b7b32e0c885ca9519a95,arith,hitab_arith,hitab,what percent of the proportion of canadians who had confidence in police was higher among those who believed it was very likely a lost wallet would be returned if found by a police officer compared to those who believed it was not at all likely?,[61],2624,"[[""2624"", 28, 0], [""2624"", 30, 0]]"
4e07d458feff383ba363c6a729db75be,arith,hitab_arith,hitab,"what is the percentage of all cases each year, on average - present a similar earnings situation in both the t1 family file (t1ff) and the employer file (t4) ?",[96.95],1103,"[[""1103"", 1, 0], [""1103"", 1, 1], [""1103"", 1, 2], [""1103"", 1, 3], [""1103"", 1, 4], [""1103"", 1, 5], [""1103"", 1, 6], [""1103"", 1, 7], [""1103"", 1, 8], [""1103"", 1, 9], [""1103"", 1, 10], [""1103"", 1, 11]]"
550db14579b737a594794d36d42008d4,arith,hitab_arith,hitab,"overall, what percent of all completed court cases in the study included multiple charges against the accused, for both ipv and non-ipv cases?",[0.595755],2586,"[[""2586"", 12, 2], [""2586"", 12, 4]]"
b8d7ba8b24baa2285602f30b2268165a,arith,hitab_arith,hitab,"business r&d is concentrated in a small number of states, how many million dollars are with the 10 states with the highest levels of r&d performance accounting of the $233 million total.",[162723],40_159_tab1,"[[""40_159_tab1"", 1, 0], [""40_159_tab1"", 2, 0], [""40_159_tab1"", 3, 0], [""40_159_tab1"", 4, 0], [""40_159_tab1"", 5, 0], [""40_159_tab1"", 6, 0], [""40_159_tab1"", 7, 0], [""40_159_tab1"", 8, 0], [""40_159_tab1"", 9, 0], [""40_159_tab1"", 10, 0]]"
e29d9d1a65477f41118e29e98dc8a126,arith,hitab_arith,hitab,how many percentage points did gdp of sport industries in canada decrease in 2014?,[0.4],124,"[[""124"", 0, 8]]"
f74e73a6078cca2738c3c7fc7aa804c7,arith,hitab_arith,hitab,"in cases of disturbing the peace, what was the percentage of females accused among youth in 2015?",[0.320755],345,"[[""345"", 27, 0], [""345"", 27, 4]]"
d20de66589a955996008e940eab3db39,arith,hitab_arith,hitab,"among cases involving a female accused settled in youth courts, what was the percentage of violations of other federal statutes in 2015?",[0.173998],345,"[[""345"", 34, 0], [""345"", 39, 0]]"
48c1fb4af5f317f1b9efba257efd0bb6,arith,hitab_arith,hitab,how many percentage points did medium-sized companies (50-249 employees) account for?,[0.070572],103_54_nsf19316-tab001,"[[""103_54_nsf19316-tab001"", 0, 7], [""103_54_nsf19316-tab001"", 7, 7], [""103_54_nsf19316-tab001"", 8, 7]]"
f03b343f98331aeaa319e2e68a5909ae,arith,hitab_arith,hitab,"in cases of fraud, what was the percentage of females accused in 2015?",[0.331364],345,"[[""345"", 14, 0], [""345"", 14, 5], [""345"", 14, 10]]"
97e5446a4efc18bc187fd135e785eef7,arith,hitab_arith,hitab,how many million dollars did total federal funding for research increase by in fy 2015?,[736],192_90_tab1,"[[""192_90_tab1"", 2, 1], [""192_90_tab1"", 2, 2]]"
4fd40af9f7e7155120eadb38b2ceb914,arith,hitab_arith,hitab,"in 2017, how many perentages points did basic research activities account of total u.s. r&d expenditures?",[0.167001],78_31_nsf20309-tab004,"[[""78_31_nsf20309-tab004"", 0, 7], [""78_31_nsf20309-tab004"", 1, 7]]"
a3c2b6d41795fe11a6bdb0972954c0a4,arith,hitab_arith,hitab,"among cases completed in youth criminal court, what was the percentage of failure to comply with a court order in the offences involving a female accused in 2015?",[0.089947],345,"[[""345"", 22, 0], [""345"", 39, 0]]"
61956e6cbad0974cddcd0a088d64ca35,arith,hitab_arith,hitab,what was the growth in u.s. total r&d averaged annually over the 7-year period 2008-15?,[1.4],161_80_tab2,"[[""161_80_tab2"", 9, 2]]"
02cb638212c0f01dc6f041b0ac42009a,arith,hitab_arith,hitab,how many percentage points of total r&d did large companies (those with 250 or more employees) account for?,[0.876264],103_54_nsf19316-tab001,"[[""103_54_nsf19316-tab001"", 0, 7], [""103_54_nsf19316-tab001"", 10, 7], [""103_54_nsf19316-tab001"", 11, 7], [""103_54_nsf19316-tab001"", 12, 7], [""103_54_nsf19316-tab001"", 13, 7], [""103_54_nsf19316-tab001"", 14, 7], [""103_54_nsf19316-tab001"", 15, 7]]"
3c2245521b17c0e6b1fdfd06b9dd0c15,arith,hitab_arith,hitab,"after adjustment for inflation, how many percent did federal s&e obligations to academic institutions decline from fy 2012 to fy 2013?",[-0.072612],10_112_tab1,"[[""10_112_tab1"", 4, 0], [""10_112_tab1"", 5, 0]]"
ff7725e9f2aca27d14667fc101830746,arith,hitab_arith,hitab,what is the ratio of women aged 15 to 24 years with a mental health-related disability to those of men?,[2],614,"[[""614"", 1, 3], [""614"", 1, 5]]"
7b9e03f83ed46ac8caddf796292fa987,arith,hitab_arith,hitab,what was the percentage of major assault among the charges in cases involving a female accused completed in adult criminal court in 2015?,[0.060265],345,"[[""345"", 6, 5], [""345"", 39, 5]]"
dbc1ff54152f680cfb2f97972e6741b9,arith,hitab_arith,hitab,"in 2018, how many percentage points did applied research activities account for of total u.s. r&d expenditures?",[0.191919],64_2_nsf21324-tab002,"[[""64_2_nsf21324-tab002"", 0, 0], [""64_2_nsf21324-tab002"", 18, 0]]"
3a7bfc4836b12ae35659014ae8ebe68f,arith,hitab_arith,hitab,what was the multiple relationship between daily cigarette smokers who reported using cannabis nmo in the previous year and non-daily smokers ?,[2.457831],2728,"[[""2728"", 32, 5], [""2728"", 33, 5]]"
e5dd88427df0eebed379d233aa4a1d6d,arith,hitab_arith,hitab,"in contrast, quebec, having reported what percentage of decreases in robbery in 2015?",[28],2003,"[[""2003"", 5, 5]]"
79ed76c91f336d688d4d8331a79cde99,arith,hitab_arith,hitab,"in contrast, saguenay, having reported what percentage of decreases in robbery in 2015?",[30],2003,"[[""2003"", 4, 5]]"
f42a76ef32d9370bc1c5f2de1dc6fd0a,arith,hitab_arith,hitab,what was the percentage of fraud among the charges in cases involving a female accused completed in adult criminal court in 2015?,[0.054256],345,"[[""345"", 14, 5], [""345"", 39, 5]]"
e8bc7f6064e64a7b79b49900b4f98416,arith,hitab_arith,hitab,what percentage of women who had experienced unwanted behaviour online took protective measures in the past 12 months of 2018 are?,[71.8],914,"[[""914"", 20, 0]]"
82c81421a7f18cc9a7129f03771858b1,arith,hitab_arith,hitab,what was the percentage point of people used only one of the five types of media to follow news and current affairs?,[21],1556,"[[""1556"", 1, 2], [""1556"", 2, 2]]"
28a8baafbff87cf6c4501dfd77360b08,arith,hitab_arith,hitab,how many times the missed rate of immigrants who settled in 2011 is the entire rrc sample?,[4.289157],2401,"[[""2401"", 0, 1], [""2401"", 51, 1]]"
7d9fda613fc41e91040019868aed78ec,arith,hitab_arith,hitab,what was the percentage points of filipino women of core working age were also more likely than women who were not a visible minority to be employed?,[5.2],763,"[[""763"", 4, 0], [""763"", 13, 0]]"
7c0e19616bef970980f3be2d75122c7b,arith,hitab_arith,hitab,"among those living off-reserve, what was the difference between the employment rate for aboriginal people and the employment rate for non-aboriginal people?",[11],1604,"[[""1604"", 1, 1], [""1604"", 1, 4]]"
