query_id,query_type,pool,dataset,question,gold_answer,gold_table_id,gold_cells
0df691e32f7d7ca783ba5083af7f3990,lookup,hitab_lookup,hitab,what percent of the horse and other equine type farms is male only?,[36.6],45,"[[""45"", 1, 0]]"
a222a201b9ea37195f991d47e702fe36,lookup,hitab_lookup,hitab,what was the proportion of delayed tax filing for tax filers whose earnings changed by less than 10%?,[2.2],1561,"[[""1561"", 13, 1]]"
b71cc415857d088444aea4413bbf9544,lookup,hitab_lookup,hitab,"in british columbia, what was the percent of all foster children aged 14 and under were aboriginal children?",[56.0],1335,"[[""1335"", 10, 2]]"
29f6a8168bc82435808f8e600b8a9209,lookup,hitab_lookup,hitab,"among women who had been sexually assaulted in a postsecondary setting during the previous 12 months, how many percent of women indicated that at least one sexual assault had happened as a result of them being unable to consent because they were intoxicated, drugged, manipulated or forced in other non-physical ways?",[16.0],2462,"[[""2462"", 3, 3]]"
84c221ed14f26cb89f3eb5fa55cb01eb,lookup,hitab_lookup,hitab,"as many boys start kindergarten from the age of 4 to 5, what proportion of this group use before- and after-school program?",[9.5],2754,"[[""2754"", 8, 5]]"
170fb963c4d4392335ec1cffa3c88f1e,lookup,hitab_lookup,hitab,what is the rates of robbery in 2015 were reported in winnipeg in 2015?,[178.0],2003,"[[""2003"", 24, 4]]"
bd6bbb2e53059ce03e90a870277ce445,lookup,hitab_lookup,hitab,what is the average expenditure for shoppers who purchased digital goods and services?,[346],602,"[[""602"", 0, 1]]"
646798bf3e6ad29eea618bb359e58f71,lookup,hitab_lookup,hitab,what the percent of business owners in the first year in canada?,[45.5],578,"[[""578"", 0, 2]]"
d68552c793b2fd1ec454ffc3e8b316b2,lookup,hitab_lookup,hitab,what was the rate of firearm-related homicides in 2015?,[0.5],1800,"[[""1800"", 20, 9]]"
d39248918f82124ccd39090701082f39,lookup,hitab_lookup,hitab,what was the percentage of crimes occurred at commercial businesses for non-violent hate crimes targeting religion?,[11.0],742,"[[""742"", 25, 3]]"
7e78a63d3a19e980bf82eb5e863185ea,lookup,hitab_lookup,hitab,"according to the 2008-base mbm, what is the poverty rate in 2015?",[12.1],675,"[[""675"", 1, 0]]"
c556bc82222994bbdb1c3477e6bdc8ad,lookup,hitab_lookup,hitab,"what is the proportion indicated that they had copies of important documents such as insurance policies, birth certificates, marriage certificates, passports, licences or deeds, stored in a safe place in 2014?",[53.0],2013,"[[""2013"", 10, 5]]"
438de7938d97c5e419b2954407b1fd57,lookup,hitab_lookup,hitab,how many dollars did individuals earn if they were employed in an s&e occupation?,[65000.0],29_139_tab2,"[[""29_139_tab2"", 0, 2]]"
14372885d9b9e1285812753ffb5a9f3f,lookup,hitab_lookup,hitab,"in 2012, what was the proportion of british columbians of reporting using marijuana in the past year.",[14.3],478,"[[""478"", 17, 1]]"
0e119651b47531cc3cc1df25f0c2d0b3,lookup,hitab_lookup,hitab,what's the percentage of people first came into contact inwith the police relation to a violent incident.,[26.0],1640,"[[""1640"", 1, 5]]"
e34c049089fabd33194a94db16954444,lookup,hitab_lookup,hitab,how many hours did volunteers aged 35 to 44 spend on volunteering?,[122.0],531,"[[""531"", 6, 0]]"
51a9278d6eeb26d8a864ad7b1e0f3df9,lookup,hitab_lookup,hitab,"on average, how many adult offenders are on probation on any given day in 2013/2014 in the 12 reporting provinces and territories?",[84905.0],1029,"[[""1029"", 12, 6]]"
62e4d2eabcc360a6bc3072e41c01b70b,lookup,hitab_lookup,hitab,what is the average number of children aged 0 to 14 of couples with children among syrian privately sponsored refugees?,[2.2],247,"[[""247"", 9, 0]]"
1714d7b0fe79f6e52f4d93c2951d7d6c,lookup,hitab_lookup,hitab,what was the proportion of homelessness support sector workers in large urban centres?,[64.7],1719,"[[""1719"", 17, 3]]"
f7c39d933af7df7429851768bd782b8a,lookup,hitab_lookup,hitab,how many percentage points did officers depart for retirement?,[70.0],2111,"[[""2111"", 13, 4]]"
216dd0df832dade08ca96a0cfb5baa52,lookup,hitab_lookup,hitab,"what was the estimated total expenditures for 2019, based on performer-reported expectations?",[656038.0],63_2_nsf21324-tab001,"[[""63_2_nsf21324-tab001"", 0, 9]]"
ef29cf4ba0a3ae1f6352d0cce1f21c64,lookup,hitab_lookup,hitab,how many percentage points did gdp of sport industries in prince edward island grow in 2014?,[0.4],123,"[[""123"", 2, 8]]"
f1b7a881917af1cb922d3eb1c24476e6,lookup,hitab_lookup,hitab,"what is the percentage of women said that, when it came to the most serious instance they experienced, a man was the person responsible in the past 12 months of 2018?",[87.8],917,"[[""917"", 16, 0]]"
9f9d66e92bfb74548c7e4826782e4813,lookup,hitab_lookup,hitab,what was the proportion of delayed tax filing for tax filers who becoming an ei recipient in the past year?,[2.8],1561,"[[""1561"", 18, 1]]"
da2ecf2c213bc0e00344dd40fe7010aa,lookup,hitab_lookup,hitab,how many million dollars were current-dollar federal obligations for research and development and r&d plant in fy 2014?,[132496.0],192_90_tab1,"[[""192_90_tab1"", 0, 1]]"
7f18619d5bc57c7a847498d8e6d0a432,lookup,hitab_lookup,hitab,"despite the small increase, what was the cma rate (1.63 per 100,000 population) in 2017?",[1.63],1660,"[[""1660"", 36, 2]]"
396c85c26f691530b03841a23f9e13ce,lookup,hitab_lookup,hitab,"at the city level, how many incidents per 100,000 population in the cmas with the highest average annual rates of police-reported sexual assault over a six-year period in saskatoon?",[80.7],1782,"[[""1782"", 26, 13]]"
80ebc3c1e4f3a7693a90ca87ea184bf4,lookup,hitab_lookup,hitab,what was the odds ratio of living in an nh for women having a diagnosed mood disorder?,[1.7],487,"[[""487"", 37, 0]]"
7b35312afdef310be6df10e1dd8d27a7,lookup,hitab_lookup,hitab,how much dollars did workers neeeded to be included the top 1% in 2015?,[270900.0],2337,"[[""2337"", 1, 0]]"
4af00adb6d4e6f98e37b32fd3574716b,lookup,hitab_lookup,hitab,how many percentage points did men live as part of a couple in 2011?,[59.2],2092,"[[""2092"", 1, 4]]"
e5da1b38ac7c1037739d298d88014a90,lookup,hitab_lookup,hitab,what was the proportion of homelessness support sector workers in the territories?,[1.3],1719,"[[""1719"", 12, 3]]"
5dfa269cc38e9bb2f7018692317a6d6f,lookup,hitab_lookup,hitab,what was the number of births in cress and naskapi communities?,[6860],296,"[[""296"", 3, 0]]"
de781c39820ce9ea2671caa9fc0e7842,lookup,hitab_lookup,hitab,what was the proportion of homelessness support sector workers in rural centres?,[13.3],1719,"[[""1719"", 20, 3]]"
1477d2450da6aa104666af351a9194da,lookup,hitab_lookup,hitab,how many thousand dollars did the nation's 41 federally funded research and development centers (ffrdcs) spend on r&d in fy 2014?,[17718556.0],14_117_tab1,"[[""14_117_tab1"", 0, 4]]"
cf7350a803fc801feb1441749ce5796e,lookup,hitab_lookup,hitab,"among 25- to 34-year-olds, what percentage were in homes that had not implemented any of these precautionary measures in 2014?",[24.0],2016,"[[""2016"", 5, 0]]"
e78ffd814c19e1edaa4af4cfe6377880,lookup,hitab_lookup,hitab,what was the percentage of killing an acquaintance among the males accused of homicide from 2001 to 2015 in canada?,[46.8],344,"[[""344"", 8, 1]]"
3c87a02d49bc5c9df61f7af4ef018978,lookup,hitab_lookup,hitab,what was the unemployment rate of aboriginal people who completed postsecondary education?,[7.9],1601,"[[""1601"", 14, 0]]"
b6c1d55d53aca01277510afcf72fcbca,lookup,hitab_lookup,hitab,how many percentage points did cases involving attempted murder result in a guilty decision?,[20.0],2540,"[[""2540"", 2, 1]]"
fce4f261cc6ef813b5701f1236c0fc90,lookup,hitab_lookup,hitab,"between 2001 q3 and 2008 q3,what percentage points did the trading gain changed to the average quarterly annualized growth rate of real gni?",[1.1],962,"[[""962"", 0, 1]]"
3972965503a21bf7686c01b351d69547,lookup,hitab_lookup,hitab,"there is considerable variation across buildings, what was the ratio of the 95th to the 5th percentile in toronto?",[3.9],875,"[[""875"", 4, 0]]"
a28900c250dacd3f7310c01d3e9971bf,lookup,hitab_lookup,hitab,what was the percentage of canadians aged 25 to 44 who are considered past-year nmo cannabis users?,[13.7],2728,"[[""2728"", 6, 5]]"
84e6a1e3f00ad5010b5ab56b06d7e182,lookup,hitab_lookup,hitab,"how many percent of men who had experienced unwanted sexualized behaviour stated that in at least one instance, the perpetrator was a student at their school?",[86.0],2468,"[[""2468"", 0, 0]]"
5e6c68b898909a7611744bdb27e97ebc,lookup,hitab_lookup,hitab,what percentage of women who experienced the behaviour of unwanted physical contact in the past 12 months of 2018 are?,[17.3],914,"[[""914"", 2, 0]]"
dc17a96a84fc2052ea228d9ecb09971f,lookup,hitab_lookup,hitab,what was the proportion of social workers in large urban centres?,[59.8],1719,"[[""1719"", 17, 5]]"
be630bb196b8262c499ee823eb6ec68f,lookup,hitab_lookup,hitab,"in 2013, the median annual salary for college graduates in the united states was $58,000.",[58000.0],29_139_tab2,"[[""29_139_tab2"", 0, 0]]"
4cf8036d6ebe3752c1a3b9ced4fedfd0,lookup,hitab_lookup,hitab,how many appearances did jamie carragher make for liverpool in total?,[737.0],47_totto5251-0,"[[""47_totto5251-0"", 17, 11]]"
6f60b8ad7f6eca2ef40ff16b8483d0c3,lookup,hitab_lookup,hitab,how many million dollars did r&d plant funding increase substantially to?,[2825.0],192_90_tab1,"[[""192_90_tab1"", 8, 2]]"
11c8e9bf7155fe6e8d9b5615c43f9d61,lookup,hitab_lookup,hitab,how many percentage points did gdp of sport industries in canada increase in 2013?,[1.5],124,"[[""124"", 0, 7]]"
51c471293bc888683414b5e8e85d3d24,lookup,hitab_lookup,hitab,"in the three month period following #metoo (october 1 to december 31, 2017), what wsa the rate of victimes in northwest territories which reported the quarterly rate per 100,000 population?",[78.8],1643,"[[""1643"", 11, 3]]"
f9742a7d5cbcf1a85ec20a93dc22e902,lookup,hitab_lookup,hitab,how many million dollars did total federal funding for research increase to in fy 2015?,[63645.0],192_90_tab1,"[[""192_90_tab1"", 2, 2]]"
6c5c0108bcb5e8e8daf64ccb47e4418a,lookup,hitab_lookup,hitab,what is the percentage of men who stated that a woman was responsible for the most serious incident in the past 12 months of 2018?,[27.3],917,"[[""917"", 17, 3]]"
8e8e319b90eddc515708032892e59deb,lookup,hitab_lookup,hitab,what was the percentage of cases involving a female accused disposed of in adult criminal courts in 2015?,[18.0],345,"[[""345"", 0, 6]]"
5e46971f28d0acd880fb0402eb154f2e,lookup,hitab_lookup,hitab,what was the overqualification rate of visible minority male immigrants?,[26.0],2306,"[[""2306"", 0, 3]]"
1378e9d77dab716928484093eb060d36,lookup,hitab_lookup,hitab,what percentage of girls aged 1 to 2 years have care in someone else's home?,[37.9],2754,"[[""2754"", 1, 2]]"
4b812450e4cabdfd2e18c05563da651c,lookup,hitab_lookup,hitab,what is the percentsge of women who have experienced the most serious instance while on a sidewalk or street-in their own neighbourhood in the past 12 months of 2018?,[15.0],917,"[[""917"", 7, 0]]"
c1c2811b0e8b725079d694ea30991c9b,lookup,hitab_lookup,hitab,what was the percentage of canadian households in rural areas that have received formal home care services in 2015/2016?,[6.9],366,"[[""366"", 8, 0]]"
6ae85192a38740cb9a5c98c85ad6ed4c,lookup,hitab_lookup,hitab,"what was the job vacancy rate in nunavut, the northwest territories and yukon?",[10.8],1804,"[[""1804"", 11, 1]]"
4b8d9ee4d3737f992b33d4f7793c660e,lookup,hitab_lookup,hitab,"what is the average daily minutes of physical activity reported by canadian youth from the domain of transportation, according to the payq?",[15.5],1304,"[[""1304"", 5, 0]]"
ad5acac18093f33d69124d5c3fa4b3fa,lookup,hitab_lookup,hitab,"in saskatchewan, what was the percent of all foster children aged 14 and under were aboriginal children?",[87.0],1335,"[[""1335"", 8, 2]]"
8bbfc8a469b26d6b01003ed89f69a734,lookup,hitab_lookup,hitab,what percent of all farm operations is male only?,[60.1],45,"[[""45"", 5, 0]]"
a1ad3a93eab60d530f73f3ab35c4af19,lookup,hitab_lookup,hitab,"of the $18.9 thousand in federally funded r&d spending, how many thousand dollars were funded by the department of energy?",[9849051.0],156_77_tab2,"[[""156_77_tab2"", 2, 0]]"
333595e2e549409d0c29640b12fd99a9,lookup,hitab_lookup,hitab,what is the percentage of female refugees who held a university degree to the total population of privately sponsored syrian refugees?,[25.6],247,"[[""247"", 9, 1]]"
5de1236708622cb6058f13da6db43dd6,lookup,hitab_lookup,hitab,what was the percentage of workers in class 3?,[0.165],2696,"[[""2696"", 1, 2]]"
fc3a64bc94565137a2f55574adebebc5,lookup,hitab_lookup,hitab,"in the united states, what was the life expectancy at birth in 2013 for females?",[82.2],1617,"[[""1617"", 7, 0]]"
5898bf447a1216111860fc90694d9677,lookup,hitab_lookup,hitab,what is the missed rate of immigrants who settled in 2011?,[35.6],2401,"[[""2401"", 51, 1]]"
f6bcc67b9e9918654d456d73f03c0b0e,lookup,hitab_lookup,hitab,"for non-aboriginal people, what was the employment rate for those living on reserve?",[68.8],1604,"[[""1604"", 1, 3]]"
b7e1e2e0e4c34e8b8de95531e2d5a59a,lookup,hitab_lookup,hitab,what is the percentage of female population to government-assisted syrian refugees aged 15 to 29?,[56.0],247,"[[""247"", 3, 0]]"
5d6963db59d562d501f2c4d142cc002f,lookup,hitab_lookup,hitab,how many percentage points did gdp of sport industries in new brunswick receded in 2013?,[1.2],123,"[[""123"", 4, 7]]"
c74f70bdc1c97267fda8c6077f9723c5,lookup,hitab_lookup,hitab,what the a total of cases were filed in nevada's courts?,[807576],410_totto47595-2,"[[""410_totto47595-2"", 3, 5]]"
983d86fbf04033ec89dd77b2d1382d36,lookup,hitab_lookup,hitab,what was the percentage of killing a family member among the females accused of homicide from 2001 to 2015 in canada?,[32.3],344,"[[""344"", 4, 3]]"
c74278f68b8355e96293df10b71b7232,lookup,hitab_lookup,hitab,how many years are the estimates of the expected discard age taken from the ex ante expected discard length of life for buildings?,[25.1],1390,"[[""1390"", 9, 3]]"
8ddbbbfbe0c87ed1be20f866c0f61667,lookup,hitab_lookup,hitab,what was the proportion of reported marijuana use at ages 15 to 17?,[20],478,"[[""478"", 2, 1]]"
eb617b6ce800ccb090b32db8eebc356f,lookup,hitab_lookup,hitab,"what was the participation rate in engaging in civic, religious and organizational activities for seniors aged 55-64?",[6.0],1818,"[[""1818"", 1, 0]]"
e1c359f9e3dcd5906b9fd0112dce2fcb,lookup,hitab_lookup,hitab,"at the city level, how many incidents per 100,000 population in the cmas with the highest average annual rates of police-reported sexual assault over a six-year period in brantford?",[85.5],1782,"[[""1782"", 17, 13]]"
31aec6b8107e834c5e03b2ba21778c39,lookup,hitab_lookup,hitab,how many percentage points did economy-wide gdp in canada increase in 2014?,[4.2],126,"[[""126"", 0, 2]]"
afa6b80c82c8d3b2da22409e9132d1f4,lookup,hitab_lookup,hitab,how many percentage points of other donors have been given after being canvassed by mail?,[25.0],2549,"[[""2549"", 1, 2]]"
aaebb8b3fece149a79e792a3898342ff,lookup,hitab_lookup,hitab,what is the percentage of canadians who saw relatives a few times or more a week in 2003?,[38.0],1154,"[[""1154"", 0, 0]]"
